Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11.48,11.48,11.48
Reserves,3.43,3.83,2.13
Borrowings,0.00,0.00,0.00
Other Liabilities,0.02,0.04,0.01
  └─ Other liability items,0.02,0.04,0.01
Total Liabilities,14.93,15.35,13.62
Fixed Assets,0.00,0.00,0.00
  └─ Computers,0.04,0.04,
  └─ Vehicles,0.12,0.12,
  └─ Gross Block,0.16,0.16,
  └─ Accumulated Depreciation,0.16,0.16,
CWIP,0.00,0.00,0.00
Investments,12.44,11.86,13.44
Other Assets,2.49,3.49,0.18
  └─ Cash Equivalents,2.49,0.19,0.14
  └─ Loans n Advances,0.01,3.29,0.00
  └─ Other asset items,-0.01,0.01,0.04
Total Assets,14.93,15.35,13.62
