Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11,11,11,11,11,11,11
Reserves,847,8244,8276,7101,12591,19943,19399,25424,31299,33000
Borrowings,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Other Liabilities,2,743,718,600,1443,2802,2629,3816,3955,4191
  └─ Trade Payables,0,0,0,0,0,0,0,0,1,0
  └─ Other liability items,2,743,718,600,1443,2802,2629,3816,3954,4191
Total Liabilities,860,8998,9005,7712,14045,22756,22039,29251,35265,37203
Fixed Assets,0,0,0,0,0,0,-0,-0,-0,0
  └─ Computers,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,,
  └─ Vehicles,0.11,0.17,0.14,0.14,0.14,0.00,0.00,0.00,,
  └─ Gross Block,0.11,0.17,0.14,0.14,0.17,0.03,0.03,0.03,,
  └─ Accumulated Depreciation,0.08,0.03,0.06,0.08,0.11,0.02,0.03,0.03,,
CWIP,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Investments,531,8642,8619,7279,13546,22119,21102,28191,34045,35849
Other Assets,330,356,387,433,499,637,938,1060,1220,1353
  └─ Trade receivables,2,4,2,1,3,3,2,2,0,2
  └─ Cash Equivalents,0,8,10,6,1,0,1,4,3,3
  └─ Loans n Advances,4,1,1,2,2,3,3,4,1212,1345
  └─ Other asset items,323,342,373,423,493,631,931,1050,4,4
Total Assets,860,8998,9005,7712,14045,22756,22039,29251,35265,37203
