Metric,Mar 2019,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,26,26,26,26
Reserves,3,4,8,59,58,58,79
Borrowings,11,10,30,25,31,28,24
  └─ Long term Borrowings,0.00,0.00,1.45,8.46,7.13,4.24,1.58
  └─ Short term Borrowings,11.28,10.37,28.99,16.59,23.46,24.05,22.33
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.24
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.01,
Other Liabilities,7,7,14,16,17,15,15
  └─ Non controlling int,0.00,0.00,2.60,2.95,3.08,3.10,0.00
  └─ Trade Payables,3.97,4.48,7.85,8.13,8.82,7.75,9.05
  └─ Advance from Customers,0.14,0.51,0.33,0.74,0.58,1.43,
  └─ Other liability items,2.41,1.75,3.40,4.65,4.43,3.00,6.37
Total Liabilities,37,36,69,126,132,128,145
Fixed Assets,13,13,19,47,51,55,53
  └─ Land,0.30,0.30,1.46,1.46,1.46,1.46,
  └─ Building,4.13,4.13,4.39,17.67,19.65,20.55,
  └─ Plant Machinery,14.07,14.83,17.53,33.09,36.67,41.61,
  └─ Equipments,0.12,0.19,0.87,1.05,1.18,1.26,
  └─ Computers,0.11,0.12,0.23,0.34,0.37,0.41,
  └─ Furniture n fittings,0.14,0.14,0.33,0.67,0.91,1.16,
  └─ Vehicles,0.21,0.22,0.26,0.74,0.89,0.90,
  └─ Intangible Assets,0.46,0.46,3.08,3.08,3.08,3.08,3.08
  └─ Other fixed assets,0.61,0.63,0.09,0.08,0.12,0.11,
  └─ Gross Block,20.15,21.02,28.24,58.18,64.33,70.54,
  └─ Accumulated Depreciation,7.06,7.82,9.57,10.84,13.22,15.87,
CWIP,0,0,7,1,1,0,0
Investments,0,0,0,0,0,0,0
Other Assets,24,23,43,78,80,73,92
  └─ Inventories,5.79,5.61,15.59,25.51,29.90,34.05,29.89
  └─ Trade receivables,8.74,9.00,13.86,16.14,22.03,21.35,23.10
    └─ Receivables over 6m,0.00,0.00,1.40,2.03,2.19,1.40,
    └─ Receivables under 6m,8.74,9.00,12.46,14.12,19.84,19.95,
  └─ Cash Equivalents,1.86,1.70,2.49,21.51,13.40,4.54,17.58
  └─ Loans n Advances,0.18,0.94,7.00,8.41,8.89,7.34,13.55
  └─ Other asset items,7.12,5.94,4.38,6.31,5.66,5.77,7.66
Total Assets,37,36,69,126,132,128,145
