Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012
Equity Capital,4,4,4,4,4,4,4
Reserves,12,30,30,31,32,10,31
Borrowings,4,4,2,6,23,25,24
  └─ Long term Borrowings,,,,,,10.20,6.08
  └─ Short term Borrowings,,,,,,11.86,13.79
  └─ Other Borrowings,3.75,3.81,1.62,5.68,23.14,3.00,4.23
Other Liabilities,25,24,15,10,13,30,24
  └─ Trade Payables,7.99,11.48,10.80,7.73,9.37,9.74,11.92
  └─ Advance from Customers,0.09,0.18,0.31,0.18,0.20,16.06,0.27
  └─ Other liability items,17.18,11.85,3.54,2.15,3.32,3.76,11.77
Total Liabilities,45,61,50,51,71,69,83
Fixed Assets,2,3,3,3,33,33,32
  └─ Land,0.07,0.04,0.04,0.04,2.09,2.09,2.06
  └─ Building,0.96,1.08,1.08,1.10,15.11,15.34,14.76
  └─ Plant Machinery,3.51,4.54,4.63,4.80,15.89,16.17,16.75
  └─ Equipments,0.06,0.06,0.06,0.01,0.30,1.23,1.19
  └─ Furniture n fittings,0.94,1.70,1.75,1.94,6.28,4.84,4.96
  └─ Vehicles,0.11,0.11,0.13,0.14,0.14,0.14,0.31
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,0.45,0.43
  └─ Gross Block,5.65,7.53,7.69,8.03,39.81,40.26,40.46
  └─ Accumulated Depreciation,3.94,4.37,4.76,5.19,6.79,7.41,8.87
CWIP,0,2,2,14,0,0,0
Investments,12,16,12,11,0,0,0
Other Assets,32,40,33,24,38,36,51
  └─ Inventories,8.36,11.11,11.29,8.12,15.45,16.28,10.90
  └─ Trade receivables,10.13,14.03,12.90,9.98,12.28,10.46,12.77
  └─ Cash Equivalents,2.57,3.76,5.97,2.78,3.75,2.25,1.22
  └─ Loans n Advances,8.61,8.88,0.80,0.90,1.53,0.64,0.37
  └─ Other asset items,1.92,2.17,1.78,1.77,4.71,6.10,25.60
Total Assets,45,61,50,51,71,69,83
