Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,8245,8245,8245,8245,9895,9895,9697,9697,9697,9697,9697,9697,
Reserves,73849,83330,89593,95318,101462,108945,116042,125677,137326,151013,174374,193479,
Borrowings,102252,99424,113773,130049,173058,200630,210208,210707,222913,237131,250096,271005,
  └─ Long term Borrowings,93363,91205,104075,116776,147064,176020,180536,181871,187884,190215,201054,207664,
  └─ Short term Borrowings,640,1487,3120,6680,17369,16556,28774,27684,33209,44825,46521,59594,
  └─ Lease Liabilities,0,0,0,0,0,0,897,1151,1821,2091,2521,3746,
  └─ Other Borrowings,8249,6731,6579,6592,8626,8053,0,0,0,0,0,,
Other Liabilities,35366,33666,36990,48880,62509,58202,62075,69751,77253,81437,89330,84463,
  └─ Non controlling int,888,793,803,948,2908,3317,3524,3760,3930,4413,7052,7977,
  └─ Trade Payables,7108,5694,5573,6708,8614,10109,8726,11277,11356,11338,11160,11787,
  └─ Advance from Customers,601,1232,700,459,297,781,864,758,625,686,669,,
  └─ Other liability items,26770,25946,29913,40766,50689,43995,48962,53956,61341,65000,70450,64699,
Total Liabilities,219712,224665,248601,282492,346923,377671,398022,415831,447189,479278,523497,558644,
Fixed Assets,91853,92929,104532,128245,150985,187803,203245,224923,240424,258934,271437,318821,
  └─ Land,10959,11848,12610,12260,8719,8760,9009,13280,20214,22550,25418,,
  └─ Building,10328,7152,8509,10689,13721,16871,19597,21573,23175,24708,26785,,
  └─ Plant Machinery,116579,71374,86626,114939,141076,178485,208674,239535,263953,282147,304112,,
  └─ Equipments,614,379,466,598,853,1047,1187,1275,1442,1585,1938,,
  └─ Computers,444,144,276,324,424,430,501,544,601,674,713,,
  └─ Furniture n fittings,1042,632,827,1058,1429,2617,3103,3375,3735,4276,4911,,
  └─ Railway sidings,815,650,758,1461,1653,3255,3359,3689,9713,10448,10997,,
  └─ Vehicles,14,10,14,15,3,33,143,236,270,230,255,,
  └─ Intangible Assets,3,0,204,204,204,385,420,0,0,0,0,1149,
  └─ Other fixed assets,3563,6654,6798,7273,21300,24996,27554,25453,16179,27926,29967,,
  └─ Gross Block,144361,98844,117088,148821,189381,236879,273547,308960,339283,374546,405096,,
  └─ Accumulated Depreciation,52508,5915,12556,20575,38397,49076,70302,84037,98858,115612,133659,,
CWIP,67555,75046,86896,83386,118397,98508,97506,91126,89179,87664,100859,84833,
Investments,1902,6473,7614,8876,8132,9307,10589,10626,13935,15885,19704,24180,
Other Assets,58403,50217,49560,61985,69409,82053,86681,89156,103651,116795,131498,130810,
  └─ Inventories,8060,7145,6690,6271,8513,11422,10020,10370,14454,18270,18999,18663,
  └─ Trade receivables,9250,8289,8964,8812,12364,20371,28200,27971,30112,33350,34720,36616,
    └─ Receivables over 6m,558,0,0,0,0,0,0,4272,4009,2558,4716,,455
    └─ Receivables under 6m,8787,8289,8964,8814,12512,20559,28747,24246,26665,31050,30265,,6270
    └─ Prov for Doubtful,-96,-0,-0,-2,-149,-189,-547,-547,-562,-259,-260,,-0
  └─ Cash Equivalents,14252,4938,3301,4388,2933,3214,4388,4458,4949,6847,11457,8004,
  └─ Loans n Advances,1404,1395,1336,7480,9779,2213,3652,3566,5227,4861,4061,3748,
  └─ Other asset items,25438,28450,29268,35034,35820,44832,40422,42791,48909,53467,62260,63779,
Total Assets,219712,224665,248601,282492,346923,377671,398022,415831,447189,479278,523497,558644,
