Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,16,16,21,23,23
Reserves,15,17,23,23,56,495,880,970
Borrowings,375,500,600,649,593,441,461,645
  └─ Long term Borrowings,302,407,464,397,346,240,343,532
  └─ Short term Borrowings,69,91,136,242,247,185,113,110
  └─ Lease Liabilities,4,3,0,1,0,4,5,3
  └─ Other Borrowings,0,0,0,10,-0,11,0,
Other Liabilities,201,186,162,175,339,333,383,323
  └─ Non controlling int,0,0,0,0,0,0,0,0
  └─ Trade Payables,19,13,14,19,27,36,43,38
  └─ Advance from Customers,158,155,103,102,130,150,192,
  └─ Other liability items,24,18,45,54,182,148,149,285
Total Liabilities,597,710,792,864,1004,1290,1747,1961
Fixed Assets,6,22,19,18,16,38,37,66
  └─ Building,4.08,4.08,0.00,0.00,4.08,28.07,31.74,
  └─ Plant Machinery,1.07,1.07,2.18,2.18,2.21,2.84,2.84,
  └─ Equipments,0.32,0.88,0.81,4.98,0.94,0.96,1.01,
  └─ Computers,0.41,0.51,0.32,0.30,0.37,0.56,0.80,
  └─ Furniture n fittings,0.55,4.75,4.86,4.88,5.40,5.69,5.69,
  └─ Vehicles,1.35,1.30,1.55,1.56,1.56,1.13,1.44,
  └─ Intangible Assets,1.14,14.16,14.16,14.16,14.16,14.16,14.16,9.15
  └─ Other fixed assets,0.11,0.27,0.25,0.25,0.36,0.57,0.61,
  └─ Gross Block,9.03,27.02,24.13,28.31,29.08,53.98,58.29,
  └─ Accumulated Depreciation,3.51,5.25,4.98,10.66,13.25,16.47,21.44,
CWIP,0,0,2,0,0,0,0,0
Investments,0,0,1,0,9,1,3,4
Other Assets,591,688,770,846,980,1251,1707,1891
  └─ Inventories,452,544,565,621,652,739,904,945
  └─ Trade receivables,29,42,81,93,77,107,57,117
    └─ Receivables over 6m,0.00,0.00,0.00,19.53,21.45,49.69,33.30,
    └─ Receivables under 6m,30.57,43.26,81.87,74.40,56.76,62.84,31.25,
    └─ Prov for Doubtful,-1.22,-1.01,-1.20,-0.70,-0.97,-5.86,-8.01,
  └─ Cash Equivalents,7,6,21,24,28,110,39,50
  └─ Loans n Advances,29,28,19,51,43,40,114,75
  └─ Other asset items,74,68,84,57,179,255,593,704
Total Assets,597,710,792,864,1004,1290,1747,1961
