Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,67,67,67,79,79,79,79,79
Reserves,2433,1845,-417,1626,1779,1622,1989,1676
Borrowings,253,1289,2127,882,1019,1548,1842,1952
  └─ Long term Borrowings,0,0,0,799,929,1102,1102,1105
  └─ Short term Borrowings,0,0,0,68,79,440,738,847
  └─ Lease Liabilities,0,0,0,14,11,5,1,0
  └─ Preference Capital,0,1207,1184,0,0,0,0,0
  └─ Other Borrowings,253,82,943,0,0,0,0,
Other Liabilities,1049,906,2709,3015,2959,2782,2593,2609
  └─ Trade Payables,220,216,1656,1928,1862,1746,1667,1637
  └─ Advance from Customers,95,8,20,29,37,26,39,
  └─ Other liability items,734,683,1033,1058,1061,1010,887,971
Total Liabilities,3802,4108,4487,5602,5837,6030,6503,6315
Fixed Assets,2108,2174,3148,3259,3186,3907,4499,4386
  └─ Land,1032.20,1032.75,1136.67,1121.28,1121.28,1142.07,1362.34,
  └─ Building,171.64,178.78,246.73,231.28,240.40,343.32,388.10,
  └─ Plant Machinery,895.91,1035.12,2020.48,1901.59,1945.99,2740.98,2763.16,
  └─ Ships Vessels,0.00,0.00,0.00,0.00,0.00,0.00,59.65,
  └─ Equipments,1.34,1.65,2.21,2.25,2.28,4.94,5.27,
  └─ Furniture n fittings,1.74,3.49,5.68,6.54,7.68,14.41,18.25,
  └─ Vehicles,31.98,33.11,5.08,4.31,6.04,8.46,9.99,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.12
  └─ Other fixed assets,-0.01,-0.02,0.01,67.49,65.89,0.00,8.23,
  └─ Gross Block,2134.80,2284.88,3416.86,3334.74,3389.56,4254.18,4614.99,
  └─ Accumulated Depreciation,26.81,110.66,268.94,75.74,203.64,347.35,115.76,
CWIP,117,8,25,34,402,190,137,341
Investments,1159,1458,0,0,0,0,0,95
Other Assets,418,467,1313,2309,2249,1934,1866,1493
  └─ Inventories,200,182,407,711,643,569,657,602
  └─ Trade receivables,67,48,74,190,143,190,155,92
  └─ Cash Equivalents,52,113,651,1229,1192,801,724,533
  └─ Loans n Advances,11,10,31,39,32,44,46,45
  └─ Other asset items,87,115,150,141,239,330,283,221
Total Assets,3802,4108,4487,5602,5837,6030,6503,6315
