Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,13,13,13,13,13
Reserves,7,131,138,144,150,156
Borrowings,21,53,91,66,135,169
  └─ Long term Borrowings,21,36,63,40,98,132
  └─ Short term Borrowings,0,17,28,21,37,37
  └─ Lease Liabilities,0,0,0,0,0,0
  └─ Other Borrowings,0,0,-0,6,0,
Other Liabilities,2,14,30,29,65,68
  └─ Non controlling int,0.00,4.72,5.21,5.11,37.16,37.85
  └─ Trade Payables,0.18,1.47,14.39,17.28,25.62,19.72
  └─ Other liability items,1.51,7.84,10.46,6.39,2.28,10.34
Total Liabilities,31,211,271,252,363,406
Fixed Assets,1,25,86,86,87,121
  └─ Land,0.00,0.64,0.64,10.58,11.65,
  └─ Building,0.00,6.52,28.77,28.89,28.93,
  └─ Plant Machinery,0.00,17.11,43.68,45.18,53.91,
  └─ Equipments,0.00,0.00,0.06,0.06,0.06,
  └─ Computers,0.06,0.07,0.14,0.14,0.15,
  └─ Furniture n fittings,0.01,0.07,5.95,5.95,5.95,
  └─ Vehicles,0.04,0.07,0.05,0.05,0.05,
  └─ Intangible Assets,0.00,1.85,15.54,15.54,15.54,16.31
  └─ Other fixed assets,1.51,2.61,2.92,2.93,2.93,
  └─ Gross Block,1.62,28.94,97.75,109.32,119.17,
  └─ Accumulated Depreciation,0.82,3.48,12.19,22.91,32.24,
CWIP,0,49,1,1,44,6
Investments,0,22,23,23,0,0
Other Assets,30,114,162,141,232,279
  └─ Inventories,0,28,63,55,50,79
  └─ Trade receivables,0,5,21,38,74,55
    └─ Receivables over 6m,0,5,21,0,14,
    └─ Receivables under 6m,0,0,0,38,59,
  └─ Cash Equivalents,0,1,2,4,7,6
  └─ Loans n Advances,0,0,12,4,26,86
  └─ Other asset items,30,79,64,41,76,53
Total Assets,31,211,271,252,363,406
