Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Equity Capital,14,14,14,14,14,14,16
Reserves,115,139,160,178,184,242,441
Borrowings,29,54,98,112,118,108,44
  └─ Long term Borrowings,6.62,11.76,8.23,18.95,25.18,16.62,25.37
  └─ Short term Borrowings,18.61,38.75,86.33,83.98,81.46,91.53,18.64
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.39
  └─ Other Borrowings,4.06,3.41,3.86,9.35,11.06,0.00,0.01
Other Liabilities,46,39,41,51,48,72,73
  └─ Trade Payables,14.33,14.69,17.89,18.20,18.05,32.23,28.06
  └─ Advance from Customers,0.21,0.38,0.99,0.86,1.59,1.86,1.87
  └─ Other liability items,31.01,24.39,22.44,32.30,28.50,38.28,42.71
Total Liabilities,204,246,314,355,363,436,574
Fixed Assets,81,108,133,191,202,239,262
  └─ Land,9,9,9,14,14,20,20
  └─ Building,27,26,33,53,55,60,65
  └─ Plant Machinery,62,53,70,96,109,137,161
  └─ Equipments,25,23,32,47,58,76,91
  └─ Computers,1,0,0,1,1,1,2
  └─ Furniture n fittings,5,5,7,12,13,15,17
  └─ Vehicles,4,3,4,5,6,6,7
  └─ Other fixed assets,1,0,1,1,1,1,2
  └─ Gross Block,132,119,156,229,257,315,364
  └─ Accumulated Depreciation,51,10,23,37,55,76,102
CWIP,9,10,15,16,12,12,15
Investments,3,11,10,10,7,9,17
Other Assets,111,117,156,138,142,177,281
  └─ Inventories,24,37,52,46,50,71,96
  └─ Trade receivables,55,62,84,70,59,90,143
  └─ Cash Equivalents,1,1,1,1,1,1,16
  └─ Loans n Advances,16,4,6,5,13,4,10
  └─ Other asset items,16,13,12,16,18,10,16
Total Assets,204,246,314,355,363,436,574
