Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,43,174,177,354,364
Reserves,80,141,192,196,427,366,438
Borrowings,7,17,50,87,19,38,35
  └─ Long term Borrowings,0.00,0.00,0.00,0.11,3.73,25.47,21.28
  └─ Short term Borrowings,6.76,17.34,50.39,82.52,9.09,9.34,10.12
  └─ Lease Liabilities,0.00,0.00,0.00,4.19,6.65,2.82,4.05
Other Liabilities,182,218,197,240,261,388,372
  └─ Non controlling int,0,0,0,0,20,22,14
  └─ Trade Payables,27,26,35,73,79,131,108
  └─ Advance from Customers,19,0,0,0,46,52,
  └─ Other liability items,136,192,162,167,116,184,250
Total Liabilities,290,398,483,697,885,1146,1208
Fixed Assets,12,12,31,37,131,165,205
  └─ Land,5,5,5,5,5,5,
  └─ Building,1,1,1,1,1,6,
  └─ Equipments,1,1,0,1,1,1,
  └─ Computers,1,1,2,4,5,5,
  └─ Furniture n fittings,0,0,0,0,1,1,
  └─ Vehicles,1,1,1,3,5,39,
  └─ Intangible Assets,2,2,12,13,68,68,95
  └─ Other fixed assets,3,3,11,14,58,64,
  └─ Gross Block,13,13,33,42,142,189,
  └─ Accumulated Depreciation,1,1,2,5,11,24,
CWIP,0,0,0,0,0,3,16
Investments,1,1,1,0,40,48,172
Other Assets,277,385,451,660,715,930,815
  └─ Inventories,0,0,0,1,1,2,3
  └─ Trade receivables,58,29,53,156,233,296,274
    └─ Receivables over 6m,0,17,8,8,22,37,
    └─ Receivables under 6m,65,20,45,156,225,277,
    └─ Prov for Doubtful,-7,-8,0,-8,-15,-18,
  └─ Cash Equivalents,131,228,133,48,102,143,87
  └─ Loans n Advances,49,82,119,265,104,163,118
  └─ Other asset items,39,46,146,191,275,325,334
Total Assets,290,398,483,697,885,1146,1208
