Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1640,1627,1628,1640,1641,1642,1642,1640,1641,1641,1745,1756
Reserves,5878,8077,8741,9470,10181,10004,12865,15775,16988,19191,25616,28995
Borrowings,9294,14862,14349,11883,10555,9840,8371,8943,25051,31573,50185,76946
  └─ Long term Borrowings,8062,11948,13126,10821,9240,8281,6972,6876,19208,27731,44897,64875
  └─ Short term Borrowings,148,1589,9,8,0,0,290,2016,5609,3595,4724,10971
  └─ Lease Liabilities,0,0,0,0,0,0,28,50,234,246,564,1100
  └─ Other Borrowings,1084,1325,1215,1054,1315,1560,1081,0,0,0,0,
Other Liabilities,2608,3973,3672,3728,3549,3445,3328,4157,4737,5362,11909,16484
  └─ Non controlling int,55,1,2,-4,-12,-24,-9,2,105,182,1724,2826
  └─ Trade Payables,1724,2531,2119,2327,1840,1603,950,1076,1274,1344,1409,1423
  └─ Advance from Customers,0,3,23,26,33,27,21,4,3,2,1,
  └─ Other liability items,830,1437,1528,1379,1689,1839,2366,3075,3355,3834,8774,12235
Total Liabilities,19420,28539,28389,26721,25926,24931,26207,30514,48417,57767,89455,124182
Fixed Assets,13191,20298,19491,18877,17825,16713,15637,14831,25020,28946,54155,74578
  └─ Land,173,263,269,272,257,257,304,559,1539,2199,3058,
  └─ Building,1974,1760,1779,1804,1799,1796,1801,1835,2102,2248,3071,
  └─ Plant Machinery,14328,17329,17452,17777,17904,17891,17909,18003,27463,31207,50613,
  └─ Equipments,52,47,49,50,51,54,56,58,65,81,102,
  └─ Furniture n fittings,70,64,67,69,69,69,70,69,69,74,80,
  └─ Vehicles,14,11,17,19,19,19,19,20,22,21,34,
  └─ Intangible Assets,10,646,645,645,645,645,645,645,645,1578,1583,12772
  └─ Other fixed assets,375,1022,1030,1044,1032,1087,1096,1038,1578,1704,7448,
  └─ Gross Block,16995,21142,21307,21680,21775,21816,21899,22227,33484,39112,65988,
  └─ Accumulated Depreciation,3805,844,1817,2803,3951,5104,6262,7397,8463,10166,11832,
CWIP,454,321,531,294,400,391,473,2091,4788,10285,10281,17409
Investments,1619,1012,1579,2415,2451,1854,4052,6623,6033,7035,9755,11379
Other Assets,4157,6908,6789,5135,5251,5974,6045,6970,12576,11501,15264,20815
  └─ Inventories,548,636,593,536,455,640,395,901,987,831,905,961
  └─ Trade receivables,1172,2906,2183,1151,1428,2103,964,670,1532,844,1320,1630
  └─ Cash Equivalents,351,357,784,311,204,201,479,1134,4014,4207,4695,5765
  └─ Loans n Advances,30,50,140,232,174,302,1209,257,321,211,308,5360
  └─ Other asset items,2055,2959,3090,2905,2991,2728,2997,4008,5722,5408,8036,7099
Total Assets,19420,28539,28389,26721,25926,24931,26207,30514,48417,57767,89455,124182
