Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,2,2,2,2,2,2,2,2,4
Reserves,-1,29,30,31,31,35,41,45,53,68,80
Borrowings,25,22,21,17,22,11,13,14,22,19,18
  └─ Long term Borrowings,5.31,6.59,6.61,6.35,6.07,4.91,3.25,3.19,3.24,3.40,3.48
  └─ Short term Borrowings,14.49,12.91,12.04,7.54,13.41,3.18,9.93,10.98,18.59,15.73,14.20
  └─ Preference Capital,3.20,0.00,3.18,3.18,2.98,2.98,2.98,2.99,2.99,2.99,0.00
  └─ Other Borrowings,2.20,2.21,-0.47,-0.17,0.04,0.38,-2.99,-2.99,-2.99,-2.99,
Other Liabilities,17,28,26,31,29,36,34,33,44,46,45
  └─ Trade Payables,9.59,10.76,11.24,12.77,10.32,12.13,14.96,14.00,11.13,18.18,23.43
  └─ Advance from Customers,5.17,6.10,3.08,4.03,5.82,3.26,3.27,5.57,13.06,12.66,
  └─ Other liability items,2.44,11.24,11.81,13.85,13.33,20.38,15.97,13.39,19.91,15.44,21.75
Total Liabilities,43,81,80,81,85,85,91,94,121,136,147
Fixed Assets,8,43,44,45,44,44,44,43,57,56,55
  └─ Land,1.33,36.06,36.06,36.06,36.06,36.06,36.06,36.06,36.06,36.06,
  └─ Building,4.64,2.63,4.01,4.49,4.77,5.11,5.11,5.11,5.11,5.11,
  └─ Plant Machinery,5.51,2.51,2.52,2.71,2.71,2.73,2.84,2.91,3.24,3.42,
  └─ Equipments,0.17,0.10,0.10,0.18,0.19,0.22,0.23,0.23,0.40,0.48,
  └─ Computers,0.41,0.10,0.16,0.18,0.21,0.23,0.27,0.28,0.36,0.43,
  └─ Furniture n fittings,0.47,0.11,0.16,0.21,0.21,0.50,0.51,0.51,0.52,0.59,
  └─ Vehicles,1.92,1.63,1.92,2.06,1.91,1.97,2.52,2.56,2.78,2.96,
  └─ Intangible Assets,7.53,1.20,1.20,1.20,1.20,1.20,1.20,1.20,11.33,11.33,11.73
  └─ Other fixed assets,0.08,0.03,0.30,0.32,0.36,0.38,0.37,0.37,2.97,3.20,
  └─ Gross Block,22.06,44.37,46.43,47.41,47.62,48.40,49.11,49.23,62.77,63.58,
  └─ Accumulated Depreciation,13.68,1.29,2.02,2.69,3.41,4.18,4.98,5.79,5.96,7.21,
CWIP,0,0,0,0,0,0,0,0,0,0,1
Investments,0,0,0,0,0,0,0,0,1,4,15
Other Assets,35,38,35,36,41,40,46,51,63,75,76
  └─ Inventories,22.47,20.08,19.87,18.41,24.58,16.13,15.84,27.86,22.98,22.21,25.25
  └─ Trade receivables,9.27,12.78,10.71,13.96,11.12,16.62,16.44,17.61,29.76,38.46,34.27
    └─ Receivables over 6m,3.26,0.00,0.00,0.00,0.00,0.00,0.00,3.53,4.81,5.49,
    └─ Receivables under 6m,6.36,13.06,11.11,14.15,11.86,17.40,17.36,15.62,26.53,34.12,
    └─ Prov for Doubtful,-0.35,-0.28,-0.40,-0.18,-0.74,-0.78,-0.92,-1.54,-1.58,-1.15,
  └─ Cash Equivalents,1.30,1.57,2.26,0.83,1.99,5.53,11.69,2.60,7.86,9.00,5.35
  └─ Loans n Advances,0.45,1.88,0.92,0.92,0.97,1.32,0.56,0.67,0.74,0.64,4.35
  └─ Other asset items,1.58,1.88,1.63,1.97,2.13,0.51,1.68,1.82,2.12,4.58,6.73
Total Assets,43,81,80,81,85,85,91,94,121,136,147
