Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,40,40,45,45,45,45,45,45
Reserves,507,508,234,141,17,-196,-461,-707,-958
Borrowings,1,0,849,944,1069,1341,1622,1571,1919
  └─ Long term Borrowings,1,0,87,75,127,181,282,377,449
  └─ Short term Borrowings,0,0,83,180,234,361,451,550,786
  └─ Lease Liabilities,0,0,657,689,708,799,889,645,684
  └─ Preference Capital,1,0,0,0,0,0,0,0,0
  └─ Other Borrowings,-1,0,21,0,0,0,0,-0,
Other Liabilities,373,365,471,429,435,439,490,400,390
  └─ Trade Payables,280,312,374,331,333,344,385,317,299
  └─ Advance from Customers,4,0,0,0,0,0,0,0,
  └─ Other liability items,89,53,97,98,101,96,106,83,91
Total Liabilities,881,914,1594,1559,1565,1629,1696,1310,1396
Fixed Assets,239,263,1055,1053,1049,1132,1211,953,971
  └─ Building,89,109,655,689,713,814,862,592,
  └─ Plant Machinery,44,53,69,73,72,74,61,24,
  └─ Equipments,1,1,3,3,3,4,6,5,
  └─ Computers,17,22,26,28,29,31,26,7,
  └─ Furniture n fittings,65,77,92,98,102,103,89,60,
  └─ Vehicles,0,0,0,0,0,0,0,0,
  └─ Intangible Assets,89,89,336,332,332,332,332,332,336
  └─ Other fixed assets,13,15,19,22,23,27,29,30,
  └─ Gross Block,319,366,1202,1245,1274,1385,1405,1051,
  └─ Accumulated Depreciation,80,104,147,191,225,254,194,97,
CWIP,0,1,10,3,8,2,1,0,0
Investments,7,23,24,35,94,94,56,43,36
Other Assets,635,627,505,468,415,401,428,314,389
  └─ Inventories,250,270,248,267,260,265,266,170,184
  └─ Trade receivables,37,45,66,30,27,20,25,18,25
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,32.01,6.32,5.58,6.22,
    └─ Receivables under 6m,38.02,46.53,78.40,59.86,23.34,16.58,22.16,18.26,
    └─ Prov for Doubtful,-0.82,-1.76,-11.93,-30.10,-28.72,-3.14,-2.45,-6.22,
  └─ Cash Equivalents,100,220,81,58,18,18,36,26,49
  └─ Loans n Advances,7,11,6,5,5,6,7,6,68
  └─ Other asset items,241,81,103,109,105,93,93,94,64
Total Assets,881,914,1594,1559,1565,1629,1696,1310,1396
