Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,34,34,34,34,34,34,34,34,34,34,34,34,
Reserves,3194,2968,3162,3301,4313,5755,7520,7093,7951,7968,10118,11143,
Borrowings,5885,7200,7554,6918,7116,7275,10071,14506,19642,28996,38088,51564,
  └─ Long term Borrowings,1728,1574,1508,952,1196,613,3111,5453,7084,11593,19101,21425,
  └─ Short term Borrowings,3724,5189,5592,5312,5626,6037,6844,8937,12365,17214,18750,29613,
  └─ Lease Liabilities,0,0,0,0,0,28,116,116,194,188,236,526,
  └─ Other Borrowings,434,437,454,654,294,597,0,0,0,0,0,,
Other Liabilities,4392,3931,4241,6500,6530,7143,11157,12202,16117,24331,39488,63564,
  └─ Non controlling int,1149,1281,1475,1357,2212,3562,5817,5954,6317,7118,11196,12008,
  └─ Trade Payables,1793,1149,1691,1628,1878,2180,3404,3729,4869,4989,5235,8657,
  └─ Advance from Customers,832,627,450,2653,1525,366,805,913,2342,8955,19674,,
  └─ Other liability items,618,874,626,862,915,1035,1131,1605,2591,3269,3384,42899,
Total Liabilities,13504,14133,14991,16753,17993,20207,28781,33835,43744,61329,87728,126305,
Fixed Assets,1837,2828,3281,3302,3824,4049,4520,4971,5269,6365,6954,7359,
  └─ Land,82,356,382,384,445,465,493,512,557,669,674,,
  └─ Building,412,913,1033,1094,1188,1353,1483,1738,1914,2581,2819,,
  └─ Plant Machinery,1088,946,1216,1307,1667,1810,1975,2203,2390,2849,3203,,
  └─ Equipments,53,41,56,64,70,81,102,133,167,229,232,,
  └─ Computers,0,19,21,26,27,31,35,47,62,83,109,,
  └─ Furniture n fittings,39,45,54,61,49,55,86,95,138,206,229,,
  └─ Vehicles,59,47,67,73,76,79,79,90,107,123,129,,
  └─ Intangible Assets,573,557,557,555,665,755,755,1028,1028,1044,1064,1241,
  └─ Other fixed assets,165,22,159,178,207,258,589,474,541,607,937,,
  └─ Gross Block,2472,2947,3546,3742,4394,4886,5598,6320,6904,8392,9397,,
  └─ Accumulated Depreciation,635,119,264,440,571,837,1078,1349,1635,2026,2443,,
CWIP,775,274,54,271,202,334,444,483,942,462,258,406,
Investments,2691,3052,3203,4137,5473,6594,9952,9609,8009,8669,11165,11247,
Other Assets,8202,7979,8452,9042,8494,9229,13866,18772,29525,45832,69350,107292,
  └─ Inventories,5355,4879,5020,4819,3410,3188,6187,7719,13977,24443,34723,59872,
  └─ Trade receivables,634,856,906,1002,1160,1552,1523,1676,1500,1275,1636,2010,
    └─ Receivables over 6m,98,0,0,0,0,0,0,324,289,437,462,,60
    └─ Receivables under 6m,537,857,909,1005,1244,1652,1643,1456,1325,936,1278,,485
    └─ Prov for Doubtful,-1,-1,-3,-3,-84,-100,-120,-104,-114,-97,-105,,-1
  └─ Cash Equivalents,242,201,235,504,945,978,852,1824,2955,3510,6782,6927,
  └─ Loans n Advances,181,396,648,950,921,1512,2399,2872,3114,3949,5366,29628,
  └─ Other asset items,1790,1647,1643,1767,2058,1999,2904,4681,7979,12655,20844,8855,
Total Assets,13504,14133,14991,16753,17993,20207,28781,33835,43744,61329,87728,126305,
