Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5
Reserves,13,23,35
Borrowings,2,3,13
  └─ Long term Borrowings,0.22,0.10,0.66
  └─ Short term Borrowings,1.38,3.15,12.14
  └─ Other Borrowings,0.00,0.01,
Other Liabilities,1,5,8
  └─ Trade Payables,0.03,1.25,2.41
  └─ Advance from Customers,0.02,0.01,
  └─ Other liability items,0.91,3.31,5.40
Total Liabilities,21,36,61
Fixed Assets,0,2,2
  └─ Land,0.00,1.50,
  └─ Plant Machinery,0.00,0.01,
  └─ Equipments,0.03,0.04,
  └─ Computers,0.01,0.08,
  └─ Furniture n fittings,0.01,0.03,
  └─ Intangible Assets,0.00,0.00,0.04
  └─ Other fixed assets,0.01,0.02,
  └─ Gross Block,0.06,1.68,
  └─ Accumulated Depreciation,0.01,0.03,
CWIP,0,0,0
Investments,0,0,0
Other Assets,20,33,59
  └─ Inventories,4.15,5.75,14.42
  └─ Trade receivables,3.22,14.56,28.49
    └─ Receivables over 6m,3.22,5.65,
    └─ Receivables under 6m,0.00,8.91,
  └─ Cash Equivalents,8.74,11.25,2.92
  └─ Loans n Advances,0.00,0.06,0.00
  └─ Other asset items,4.20,1.87,13.01
Total Assets,21,36,61
