Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,20,20,20,20,20,20,20,20
Reserves,277,269,291,317,364,381,396,428
Borrowings,47,123,147,116,282,276,350,423
  └─ Long term Borrowings,27,93,79,53,32,18,39,48
  └─ Short term Borrowings,10,16,32,40,66,82,118,202
  └─ Lease Liabilities,0,0,35,23,184,176,193,174
  └─ Other Borrowings,10,14,0,0,0,0,0,
Other Liabilities,220,383,405,508,602,527,454,584
  └─ Non controlling int,12,12,12,14,10,10,12,19
  └─ Trade Payables,151,282,262,252,312,245,266,368
  └─ Advance from Customers,13,6,1,8,122,116,59,
  └─ Other liability items,44,83,130,233,158,156,116,197
Total Liabilities,564,796,862,961,1268,1205,1219,1455
Fixed Assets,200,343,303,263,416,399,440,317
  └─ Land,17.97,41.15,33.96,21.18,21.12,21.06,34.11,
  └─ Building,70.09,134.71,127.74,115.62,240.74,231.50,246.27,
  └─ Plant Machinery,149.30,222.57,222.11,230.04,278.35,287.76,320.07,
  └─ Equipments,2.10,2.28,2.47,2.77,3.90,4.40,4.46,
  └─ Computers,1.22,1.70,1.85,2.75,3.47,3.78,3.86,
  └─ Furniture n fittings,4.25,6.28,6.54,6.79,8.93,8.65,9.25,
  └─ Vehicles,8.59,8.71,8.42,9.14,10.11,13.75,11.83,
  └─ Intangible Assets,0.46,0.46,0.46,0.46,0.46,0.46,0.46,1.15
  └─ Other fixed assets,3.81,4.94,5.33,5.45,5.67,8.40,8.85,
  └─ Gross Block,257.79,422.80,408.88,394.20,572.75,579.76,639.16,
  └─ Accumulated Depreciation,57.59,79.30,106.00,131.28,156.92,180.43,199.09,
CWIP,25,2,1,4,8,9,18,157
Investments,7,21,26,118,104,171,129,116
Other Assets,332,430,531,576,740,626,633,865
  └─ Inventories,75,93,83,112,208,209,231,283
  └─ Trade receivables,162,269,383,387,437,277,300,429
  └─ Cash Equivalents,23,17,18,7,13,12,13,23
  └─ Loans n Advances,4,10,10,13,19,18,29,26
  └─ Other asset items,68,41,37,57,62,110,58,105
Total Assets,564,796,862,961,1268,1205,1219,1455
