Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,23,25,25,25,25,25,25,27,27,28,28,28,
Reserves,640,417,417,399,412,431,445,504,509,551,574,585,
Borrowings,136,112,93,58,64,54,54,43,51,75,95,136,
  └─ Long term Borrowings,26,20,10,5,13,6,5,5,19,12,24,51,
  └─ Short term Borrowings,92,78,66,54,51,46,50,38,32,48,49,66,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,15,23,19,
  └─ Other Borrowings,18,14,17,0,0,2,0,0,0,0,0,,
Other Liabilities,37,84,251,138,132,113,116,119,108,125,227,309,
  └─ Non controlling int,5,6,7,8,9,12,14,25,35,40,45,58,
  └─ Trade Payables,8,42,61,59,24,60,63,51,37,51,64,154,
  └─ Advance from Customers,0,8,6,6,0,0,0,0,0,0,0,,
  └─ Other liability items,23,28,178,66,99,41,39,44,35,34,118,97,
Total Liabilities,836,638,786,620,633,623,641,693,695,778,924,1058,
Fixed Assets,308,287,310,293,278,273,255,250,265,279,270,257,
  └─ Land,26,23,0,0,0,0,0,0,0,14,14,,
  └─ Building,98,98,29,30,30,37,27,30,45,44,54,,
  └─ Equipments,9,10,10,10,10,1,1,1,1,1,1,,
  └─ Computers,104,104,106,107,107,48,52,52,54,54,54,,
  └─ Furniture n fittings,33,33,33,34,34,35,35,36,36,37,38,,
  └─ Vehicles,1,1,1,1,1,3,3,3,4,4,6,,
  └─ Intangible Assets,150,96,192,193,200,200,209,209,200,208,215,133,
  └─ Other fixed assets,31,85,111,111,113,106,112,116,131,133,122,,
  └─ Gross Block,452,450,482,485,493,428,439,447,470,494,504,,
  └─ Accumulated Depreciation,145,163,172,193,216,155,184,197,205,215,234,,
CWIP,38,38,0,0,0,0,0,0,0,0,1,0,
Investments,5,8,7,7,8,8,8,9,6,6,8,9,
Other Assets,486,305,468,319,347,342,378,434,424,493,645,792,
  └─ Inventories,38,34,34,33,34,35,35,38,43,48,49,48,
  └─ Trade receivables,312,162,302,150,196,203,164,199,160,150,188,140,
    └─ Receivables over 6m,203,76,269,114,137,130,0,132,35,23,48,,170
    └─ Receivables under 6m,117,94,34,36,60,73,165,67,127,133,168,,103
    └─ Prov for Doubtful,-8,-8,-0,-0,0,0,-0,-1,-2,-7,-28,,-8
  └─ Cash Equivalents,23,19,16,29,22,24,58,59,83,138,214,150,
  └─ Loans n Advances,9,16,19,16,23,17,18,16,32,29,29,190,
  └─ Other asset items,103,74,98,91,72,64,103,122,106,128,166,264,
Total Assets,836,638,786,620,633,623,641,693,695,778,924,1058,
