Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7.50,11.25,12.25,12.25,17.64,26.34,26.34,26.34,26.34
Reserves,15.32,17.27,26.48,25.16,28.76,46.55,52.11,55.36,58.78
Borrowings,12.13,16.07,16.11,17.91,9.68,9.88,14.74,13.81,13.22
  └─ Long term Borrowings,0.00,0.07,0.00,2.27,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,12.13,16.00,16.11,15.64,9.68,9.88,14.74,13.81,13.22
Other Liabilities,12.73,7.62,10.04,10.25,16.11,11.37,5.65,15.73,15.52
  └─ Trade Payables,7.10,3.02,3.81,6.03,12.91,9.49,4.00,14.02,13.54
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,
  └─ Other liability items,5.63,4.60,6.23,4.22,3.20,1.88,1.65,1.61,1.98
Total Liabilities,47.68,52.21,64.88,65.57,72.19,94.14,98.84,111.24,113.86
Fixed Assets,2.11,2.21,4.35,3.47,1.49,1.34,1.15,1.05,0.93
  └─ Building,1.13,1.13,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Plant Machinery,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.07,
  └─ Equipments,0.10,0.12,1.25,1.49,1.49,1.49,1.49,1.52,
  └─ Computers,0.11,0.12,0.13,0.13,0.13,0.14,0.14,0.14,
  └─ Furniture n fittings,1.16,1.75,1.71,1.31,1.31,1.49,1.49,1.50,
  └─ Vehicles,0.00,0.00,0.19,0.19,0.19,0.19,0.19,0.19,
  └─ Other fixed assets,0.00,0.00,5.97,5.97,3.88,0.00,0.01,0.00,
  └─ Gross Block,2.54,3.18,9.31,9.15,7.06,3.37,3.38,3.42,
  └─ Accumulated Depreciation,0.43,0.97,4.95,5.68,5.58,2.03,2.23,2.37,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.66,0.72,0.16,0.35,0.35,0.44,0.35,0.01,0.01
Other Assets,44.91,49.28,60.37,61.75,70.35,92.36,97.34,110.18,112.92
  └─ Inventories,23,24,25,23,31,35,28,31,30
  └─ Trade receivables,15,18,16,24,23,29,39,42,55
    └─ Receivables over 6m,5.88,3.22,2.13,0.15,5.05,29.41,39.72,41.90,
    └─ Receivables under 6m,9.05,14.75,14.50,23.73,18.68,0.00,0.00,0.00,
    └─ Prov for Doubtful,0.00,0.00,-0.15,-0.15,-0.28,-0.28,-0.29,-0.25,
  └─ Cash Equivalents,1,2,4,6,3,8,8,15,7
  └─ Loans n Advances,0,1,0,0,1,1,1,0,0
  └─ Other asset items,6,4,14,9,11,20,21,22,20
Total Assets,47.68,52.21,64.88,65.57,72.19,94.14,98.84,111.24,113.86
