Metric,Mar 2025,Mar 2026
Equity Capital,12.53,12.53
Reserves,26.19,29.01
Borrowings,0.12,17.10
  └─ Short term Borrowings,0.12,2.12
  └─ Lease Liabilities,0.00,14.98
Other Liabilities,9.47,7.34
  └─ Trade Payables,7.66,6.62
  └─ Other liability items,1.81,0.72
Total Liabilities,48.31,65.98
Fixed Assets,1.19,4.76
CWIP,0.00,23.35
Investments,0.00,0.00
Other Assets,47.12,37.87
  └─ Inventories,9.52,11.85
  └─ Trade receivables,5.82,1.49
  └─ Cash Equivalents,7.09,0.58
  └─ Loans n Advances,12.66,7.19
  └─ Other asset items,12.03,16.76
Total Assets,48.31,65.98
