Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,742,1004,1005,1064,1064,1064,1702,1843,2454,2722,2732,2745,
Reserves,-8064,-8537,-7846,-8031,-9562,-12047,-5045,-5369,-1355,1199,3374,6719,
Borrowings,17811,11414,11114,11996,11552,13210,6925,6465,1938,150,323,556,
  └─ Long term Borrowings,10787,9226,4841,7716,6244,842,6027,5592,1517,50,129,103,
  └─ Short term Borrowings,4576,1910,2076,3889,3380,8844,831,798,388,60,154,161,
  └─ Lease Liabilities,0,0,0,0,0,73,67,75,33,40,40,292,
  └─ Preference Capital,0,0,0,0,0,0,1963,2224,0,0,0,0,
  └─ Other Borrowings,2449,278,4197,390,1928,3451,-1963,-2224,0,0,0,,
Other Liabilities,11243,5842,7887,6092,5816,4303,3019,3535,2486,3108,6531,8850,
  └─ Non controlling int,64,0,9,10,-5,-59,-58,-36,0,0,0,0,
  └─ Trade Payables,4556,2970,4812,2527,2175,1298,1582,1840,895,1796,2935,5083,
  └─ Advance from Customers,2093,1054,737,0,0,0,0,0,0,0,0,,
  └─ Other liability items,4530,1818,2329,3555,3647,3064,1495,1731,1592,1313,3596,3767,
Total Liabilities,21731,9723,12160,11121,8871,6530,6601,6475,5523,7179,12960,18869,
Fixed Assets,5843,1573,1665,1463,1520,1358,1166,1059,866,886,1780,2309,
  └─ Land,186,166,166,138,151,290,290,310,124,175,167,,
  └─ Building,1960,415,526,525,530,541,543,551,553,460,481,,
  └─ Estates,105,72,0,0,0,0,0,0,0,0,0,,
  └─ Plant Machinery,2770,691,927,983,1063,1060,1049,984,962,990,1040,,
  └─ Computers,307,35,64,76,87,90,93,91,103,111,116,,
  └─ Furniture n fittings,693,45,51,48,52,53,53,52,53,41,44,,
  └─ Vehicles,20,7,20,23,23,26,29,29,41,27,28,,
  └─ Wind turbines,76,8,21,31,27,27,27,19,17,17,32,,
  └─ Intangible Assets,7509,8,8,8,8,8,8,0,0,0,581,925,
  └─ Other fixed assets,2171,491,629,692,979,1074,1114,1160,814,850,1217,,
  └─ Gross Block,15798,1939,2412,2525,2920,3169,3206,3193,2665,2672,3707,,
  └─ Accumulated Depreciation,9954,366,747,1063,1400,1810,2040,2134,1799,1786,1927,,
CWIP,356,233,206,353,229,122,107,20,6,20,105,176,
Investments,266,393,670,67,20,20,23,0,0,8,43,217,
Other Assets,15266,7524,9619,9237,7102,5030,5305,5396,4651,6264,11032,16166,
  └─ Inventories,3361,2525,3469,3026,2914,2056,2173,2208,1827,2292,3234,4512,
  └─ Trade receivables,2754,2515,3628,2985,1881,1365,1190,1377,1170,1830,3866,6269,
    └─ Receivables over 6m,1115,0,0,0,0,0,702,774,767,598,649,,1223
    └─ Receivables under 6m,1780,2547,3711,3016,1900,1378,504,873,611,1251,3257,,1620
    └─ Prov for Doubtful,-141,-32,-84,-30,-19,-14,-16,-270,-208,-20,-39,,-156
  └─ Cash Equivalents,2543,627,336,581,75,82,262,500,367,427,1113,1246,
  └─ Loans n Advances,71,155,102,105,89,51,34,92,20,53,141,1452,
  └─ Other asset items,6538,1703,2085,2540,2143,1476,1646,1219,1266,1663,2678,2688,
Total Assets,21731,9723,12160,11121,8871,6530,6601,6475,5523,7179,12960,18869,
