Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,16,23,23
Reserves,24,30,43,57,129,140
Borrowings,45,65,99,192,267,359
  └─ Long term Borrowings,15,27,42,116,197,208
  └─ Short term Borrowings,30,38,57,76,69,151
  └─ Other Borrowings,0,0,0,-0,0,
Other Liabilities,28,32,44,64,64,77
  └─ Non controlling int,0.00,0.00,0.00,17.50,12.27,12.27
  └─ Trade Payables,18.79,21.33,30.33,31.93,30.61,33.63
  └─ Advance from Customers,1.60,0.54,0.80,1.62,3.77,
  └─ Other liability items,7.88,9.79,12.42,12.76,17.10,30.70
Total Liabilities,101,131,191,329,482,598
Fixed Assets,39,40,62,99,103,125
  └─ Land,3.14,3.41,3.41,7.59,7.89,
  └─ Building,11.63,13.58,19.85,21.41,21.62,
  └─ Plant Machinery,29.51,31.06,53.49,86.92,91.06,
  └─ Equipments,1.33,1.84,0.90,1.03,1.33,
  └─ Computers,0.33,0.38,0.49,0.62,0.69,
  └─ Furniture n fittings,11.85,12.11,5.88,6.10,7.20,
  └─ Vehicles,4.65,6.37,7.12,8.63,9.44,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,1.57,1.61
  └─ Other fixed assets,0.02,-0.01,1.51,1.65,1.68,
  └─ Gross Block,62.46,68.74,92.65,133.95,142.48,
  └─ Accumulated Depreciation,23.17,28.32,30.60,34.93,39.79,
CWIP,-0,12,28,69,189,191
Investments,0,0,-0,-0,0,0
Other Assets,62,79,101,161,191,282
  └─ Inventories,37,35,47,61,78,137
  └─ Trade receivables,19,28,39,41,32,33
    └─ Receivables over 6m,1.66,0.92,0.89,2.64,2.68,
    └─ Receivables under 6m,16.99,26.92,37.81,37.97,29.62,
  └─ Cash Equivalents,1,0,0,8,4,1
  └─ Loans n Advances,3,3,4,13,6,0
  └─ Other asset items,3,13,11,37,70,111
Total Assets,101,131,191,329,482,598
