Metric,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,78,78,87,88,89,89,89,161,162
Reserves,397,1014,1336,1412,1568,1784,2142,3273,3734
Borrowing,2363,3001,3004,4015,6066,7117,9130,9860,12258
Other Liabilities,106,186,170,182,251,381,345,344,591
  └─ Non controlling int,0,122,91,91,93,112,6,5,5
  └─ Trade Payables,18,9,8,16,56,110,128,69,247
  └─ Other liability items,89,54,70,76,103,159,210,269,338
Total Liabilities,2945,4279,4597,5696,7973,9371,11707,13638,16745
Fixed Assets,5,5,25,22,24,51,57,76,81
  └─ Building,0.23,1.66,17.40,16.96,23.01,24.72,35.26,62.05,
  └─ Plant Machinery,0.03,0.00,0.00,0.00,0.00,0.07,0.07,0.07,
  └─ Equipments,0.36,0.41,1.41,1.41,1.57,1.93,2.81,3.25,
  └─ Computers,1.18,1.60,1.94,2.46,4.44,8.36,13.36,15.99,
  └─ Furniture n fittings,0.06,0.03,0.03,0.03,0.34,1.65,4.07,5.51,
  └─ Intangible Assets,1.75,1.75,1.75,1.75,1.75,24.96,24.96,24.96,48.99
  └─ Other fixed assets,4.82,6.11,13.88,17.58,20.24,28.23,31.53,37.71,
  └─ Gross Block,8.43,11.56,36.41,40.19,51.35,89.92,112.06,149.54,
  └─ Accumulated Depreciation,2.98,4.90,11.32,17.81,27.00,39.00,55.41,73.37,
CWIP,0,3,1,1,0,1,2,6,0
Investments,1150,1193,1171,1383,1766,1790,1785,2052,2943
Other Assets,1789,3077,3400,4291,6183,7529,9863,11504,13720
  └─ Trade receivables,0,17,8,18,19,29,25,21,21
  └─ Cash Equivalents,126,243,410,466,803,423,408,647,497
  └─ Loans n Advances,15,22,45,41,68,42,37,21,12493
  └─ Other asset items,1648,2795,2936,3765,5294,7036,9393,10815,710
Total Assets,2945,4279,4597,5696,7973,9371,11707,13638,16745
