Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,24,259,259,259,317,362
Reserves,334,391,92,106,187,925,2805
Borrowings,494,672,749,738,854,272,645
  └─ Long term Borrowings,187,230,264,214,199,77,0
  └─ Short term Borrowings,307,391,439,524,610,153,100
  └─ Lease Liabilities,0,51,46,54,46,41,545
  └─ Other Borrowings,0,-0,-0,-54,0,0,
Other Liabilities,720,712,1137,1373,1286,1318,1916
  └─ Trade Payables,495,498,750,446,647,828,1564
  └─ Advance from Customers,0,101,225,221,85,268,
  └─ Other liability items,225,113,161,706,553,222,352
Total Liabilities,1576,1798,2237,2476,2585,2832,5728
Fixed Assets,357,381,547,644,505,554,1127
  └─ Land,0.26,58.01,62.51,0.26,78.11,91.37,
  └─ Building,96.98,104.30,122.35,126.04,126.04,126.04,
  └─ Plant Machinery,0.00,266.33,443.80,0.00,572.15,751.36,
  └─ Equipments,249.79,5.07,6.87,577.15,5.55,5.66,
  └─ Computers,7.92,8.35,9.84,10.31,10.48,12.53,
  └─ Furniture n fittings,11.32,50.26,54.79,14.49,56.63,58.05,
  └─ Vehicles,4.85,5.78,5.82,5.37,4.99,6.20,
  └─ Intangible Assets,0.00,1.47,1.48,1.53,1.53,1.53,19.00
  └─ Other fixed assets,93.42,32.65,40.04,167.27,43.20,51.02,
  └─ Gross Block,464.54,532.22,747.50,902.42,898.68,1103.76,
  └─ Accumulated Depreciation,107.90,150.95,200.89,258.00,393.24,549.31,
CWIP,11,67,4,18,28,63,418
Investments,0,0,0,0,0,0,0
Other Assets,1209,1350,1687,1814,2052,2215,4184
  └─ Inventories,227,193,265,373,393,429,823
  └─ Trade receivables,532,736,917,959,1185,1229,1214
    └─ Receivables over 6m,0,271,284,277,323,341,
    └─ Receivables under 6m,544,479,654,704,953,1003,
    └─ Prov for Doubtful,-12,-15,-20,-22,-91,-116,
  └─ Cash Equivalents,122,101,136,104,116,189,1257
  └─ Loans n Advances,37,11,31,43,19,30,263
  └─ Other asset items,291,309,337,335,339,339,626
Total Assets,1576,1798,2237,2476,2585,2832,5728
