Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6.31,6.31,6.31,6.31,6.31,6.31,6.31,7.11
Reserves,15.94,17.16,17.61,17.70,11.20,8.89,4.11,14.06
Borrowings,13.25,17.37,35.97,44.86,57.16,60.96,70.09,38.08
  └─ Long term Borrowings,12.17,13.65,27.84,33.52,47.07,48.89,54.13,31.21
  └─ Short term Borrowings,0.00,1.88,4.15,6.70,10.09,12.06,15.96,6.87
  └─ Other Borrowings,1.08,1.84,3.98,4.64,0.00,0.01,0.00,
Other Liabilities,3.51,7.74,9.74,12.53,10.04,9.24,5.37,6.85
  └─ Non controlling int,0.98,0.99,2.31,5.34,1.41,-2.23,-6.64,0.00
  └─ Trade Payables,0.46,0.49,3.85,2.46,4.22,5.57,4.94,1.61
  └─ Other liability items,2.07,6.26,3.58,4.73,4.41,5.90,7.07,5.24
Total Liabilities,39.01,48.58,69.63,81.40,84.71,85.40,85.88,66.10
Fixed Assets,17.90,20.76,29.39,36.12,57.22,54.15,55.50,48.08
  └─ Land,1.18,1.18,1.18,1.18,1.18,1.18,1.18,
  └─ Building,6.00,6.00,6.00,6.00,9.97,9.97,9.97,
  └─ Plant Machinery,2.88,3.07,3.18,3.18,3.18,3.13,3.13,
  └─ Equipments,1.54,4.84,5.51,5.83,10.57,13.25,13.25,
  └─ Computers,0.14,0.39,0.43,0.44,4.07,4.08,4.08,
  └─ Furniture n fittings,2.43,2.74,2.79,2.80,11.23,11.18,11.55,
  └─ Vehicles,0.00,0.00,0.00,0.00,0.02,0.02,0.02,
  └─ Intangible Assets,4.86,4.86,13.87,21.59,24.00,25.75,31.54,38.40
  └─ Other fixed assets,0.15,0.15,0.15,0.14,0.15,0.14,0.15,
  └─ Gross Block,19.18,23.23,33.11,41.16,64.37,68.70,74.87,
  └─ Accumulated Depreciation,1.28,2.47,3.72,5.04,7.14,14.54,19.37,
CWIP,3.70,7.00,19.34,28.47,10.60,12.53,13.47,0.00
Investments,1.95,0.00,0.00,0.00,0.00,0.00,0.00,3.00
Other Assets,15.46,20.82,20.90,16.81,16.89,18.72,16.91,15.02
  └─ Inventories,9.24,14.01,9.76,7.24,7.16,7.52,6.51,7.53
  └─ Trade receivables,1.56,1.39,2.01,1.13,1.96,3.14,2.50,2.56
    └─ Receivables over 6m,0.04,0.04,0.12,0.12,0.18,1.11,2.11,
    └─ Receivables under 6m,1.52,1.35,1.90,1.01,1.77,2.04,0.40,
  └─ Cash Equivalents,3.27,0.20,2.65,0.22,0.10,0.16,0.22,0.14
  └─ Loans n Advances,0.07,0.08,0.41,0.39,0.34,0.20,0.12,4.26
  └─ Other asset items,1.32,5.14,6.07,7.83,7.33,7.70,7.56,0.53
Total Assets,39.01,48.58,69.63,81.40,84.71,85.40,85.88,66.10
