Metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012
Equity Capital,0.92,0.92,0.92,0.92
Reserves,13,13,15,16
Borrowings,15,16,15,19
  └─ Long term Borrowings,,,1.61,4.64
  └─ Short term Borrowings,,,11.90,12.11
  └─ Other Borrowings,14.63,15.66,1.42,2.05
Other Liabilities,16,17,24,24
  └─ Trade Payables,12.07,11.86,15.24,15.16
  └─ Other liability items,3.96,5.30,8.39,8.90
Total Liabilities,44,47,54,60
Fixed Assets,9,9,8,21
  └─ Land,0.21,0.21,0.21,0.21
  └─ Building,4.59,6.25,6.24,10.59
  └─ Plant Machinery,15.83,12.78,6.57,14.96
  └─ Furniture n fittings,0.67,0.59,0.37,0.19
  └─ Vehicles,1.04,1.17,1.09,1.27
  └─ Other fixed assets,0.04,0.04,0.04,0.04
  └─ Gross Block,22.38,21.04,14.52,27.26
  └─ Accumulated Depreciation,13.73,11.79,6.91,6.72
CWIP,0,0,4,0
Investments,0,0,0,0
Other Assets,36,38,43,39
  └─ Inventories,19.75,18.31,19.04,17.24
  └─ Trade receivables,6.46,7.69,7.82,9.41
    └─ Receivables over 6m,0.71,1.15,0.70,0.67
    └─ Receivables under 6m,6.00,7.20,7.78,9.40
    └─ Prov for Doubtful,-0.25,-0.66,-0.66,-0.66
  └─ Cash Equivalents,1.48,1.31,4.92,2.05
  └─ Loans n Advances,2.14,1.70,1.53,1.96
  └─ Other asset items,5.74,8.81,9.31,8.65
Total Assets,44,47,54,60
