Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,27.50,47.50,47.50,47.50,47.50,47.50,47.50,47.50,47.50,47.50,47.50,47.50,
Reserves,77.18,101.89,75.38,60.96,52.55,46.59,41.92,51.62,55.90,53.70,-43.53,-43.59,
Borrowings,140.39,130.82,166.03,165.38,165.40,159.90,162.89,160.16,158.49,153.84,146.58,137.49,
  └─ Long term Borrowings,131,118,149,155,161,155,157,98,94,89,84,79,
  └─ Short term Borrowings,5,6,11,7,1,1,5,62,64,65,62,58,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Preference Capital,0,0,0,24,24,24,24,25,25,25,26,0,
  └─ Other Borrowings,5,6,6,-20,-20,-20,-24,-25,-25,-25,-26,,
Other Liabilities,246.27,231.71,111.07,86.05,79.62,91.87,93.21,93.23,94.29,95.32,40.99,39.05,
  └─ Non controlling int,0.00,0.00,-0.67,-2.14,-3.62,-5.06,-6.60,-6.61,-6.61,-6.61,-6.61,-6.61,
  └─ Trade Payables,8.78,25.76,31.26,20.83,14.00,15.29,16.26,16.08,16.19,15.34,14.05,13.65,
  └─ Advance from Customers,2.70,14.70,6.67,6.67,4.49,4.49,4.51,4.49,4.49,4.49,4.49,,
  └─ Other liability items,234.79,191.25,73.81,60.69,64.75,77.15,79.04,79.27,80.22,82.10,29.06,32.01,
Total Liabilities,491.34,511.92,399.98,359.89,345.07,345.86,345.52,352.51,356.18,350.36,191.54,180.45,
Fixed Assets,217.01,206.61,196.88,203.29,192.13,181.85,171.77,161.54,151.24,140.97,130.89,126.28,
  └─ Land,7.32,7.32,7.32,8.20,8.20,8.20,8.50,8.50,8.50,8.50,8.50,,
  └─ Building,47.30,47.32,36.91,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,,
  └─ Plant Machinery,101.04,101.35,69.83,69.87,69.87,69.79,69.90,69.93,69.93,69.93,69.93,,
  └─ Equipments,11.50,11.77,6.47,0.17,0.17,0.21,0.23,0.29,0.30,0.32,0.45,,
  └─ Furniture n fittings,1.66,1.82,0.46,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.86,,
  └─ Vehicles,3.91,3.57,0.52,0.52,0.52,0.50,0.50,0.50,0.50,0.50,0.50,,
  └─ Intangible Assets,9.08,9.08,6.80,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,-0.00,
  └─ Other fixed assets,108.23,108.23,79.47,88.00,88.00,88.17,88.01,88.01,88.01,88.00,88.01,,
  └─ Gross Block,290.04,290.46,207.78,225.88,225.88,225.99,226.26,226.35,226.36,226.37,226.56,,
  └─ Accumulated Depreciation,73.03,83.85,10.90,22.59,33.75,44.13,54.49,64.81,75.12,85.40,95.66,,
CWIP,239.19,244.18,46.94,29.71,29.71,29.71,29.71,29.71,29.71,29.71,4.39,0.00,
Investments,0.19,0.02,25.97,12.31,12.31,12.31,12.31,12.29,12.29,12.29,0.00,0.00,
Other Assets,34.95,61.11,130.19,114.58,110.92,121.99,131.73,148.97,162.94,167.39,56.26,54.17,
  └─ Inventories,3.52,2.38,1.24,1.36,1.62,0.88,0.81,0.75,0.68,0.69,0.80,0.29,
  └─ Trade receivables,10.11,34.23,45.52,38.68,36.48,36.19,37.64,39.78,41.20,39.96,7.87,4.06,
    └─ Receivables over 6m,5.11,5.51,33.49,0.00,0.00,0.00,34.60,37.71,39.56,37.31,33.80,,9.21
    └─ Receivables under 6m,5.13,28.85,12.03,38.81,36.61,36.31,3.17,2.19,1.77,2.78,1.12,,11.76
    └─ Prov for Doubtful,-0.13,-0.13,0.00,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-27.05,,-2.42
  └─ Cash Equivalents,7.17,9.11,7.36,9.06,1.78,3.50,3.42,16.81,19.19,17.98,15.96,22.33,
  └─ Loans n Advances,2.48,2.42,2.31,2.06,2.29,2.25,8.07,8.19,8.33,7.90,0.85,11.31,
  └─ Other asset items,11.67,12.97,73.76,63.42,68.75,79.17,81.79,83.44,93.54,100.86,30.78,16.18,
Total Assets,491.34,511.92,399.98,359.89,345.07,345.86,345.52,352.51,356.18,350.36,191.54,180.45,
