Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.40,12,17,17
Reserves,13,3,18,25
Borrowings,14,17,15,21
  └─ Long term Borrowings,6.83,4.93,3.84,2.69
  └─ Short term Borrowings,6.68,10.92,10.36,18.19
  └─ Other Borrowings,-0.00,1.18,1.24,
Other Liabilities,4,9,8,9
  └─ Trade Payables,2.02,7.44,6.09,4.95
  └─ Advance from Customers,0.06,0.01,0.00,
  └─ Other liability items,1.79,1.42,1.49,3.97
Total Liabilities,31,41,58,71
Fixed Assets,4,16,16,15
  └─ Land,3.86,4.31,4.31,
  └─ Building,0.00,2.35,2.59,
  └─ Plant Machinery,0.00,9.22,10.01,
  └─ Equipments,0.06,0.15,0.16,
  └─ Computers,0.02,0.03,0.05,
  └─ Furniture n fittings,0.09,0.06,0.07,
  └─ Vehicles,0.63,0.91,1.14,
  └─ Intangible Assets,0.00,0.00,0.00,0.57
  └─ Other fixed assets,0.00,0.01,0.00,
  └─ Gross Block,4.66,17.04,18.33,
  └─ Accumulated Depreciation,0.43,1.54,2.82,
CWIP,10,0,0,0
Investments,0,0,0,0
Other Assets,17,25,43,56
  └─ Inventories,0.00,0.53,4.56,5.64
  └─ Trade receivables,12.08,18.30,24.98,27.58
  └─ Cash Equivalents,0.35,0.36,0.76,0.39
  └─ Loans n Advances,1.25,0.42,0.09,0.00
  └─ Other asset items,3.26,5.85,12.56,22.36
Total Assets,31,41,58,71
