Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,5,6,40,68,68,68,68,68,68,85,85,85,
Reserves,51,163,256,680,775,858,861,897,1006,1432,1634,1824,
Borrowings,114,179,200,239,274,320,291,335,374,329,426,483,
  └─ Long term Borrowings,,61,67,48,58,94,82,137,112,124,149,129,
  └─ Short term Borrowings,,99,98,139,178,184,204,191,258,202,268,343,
  └─ Lease Liabilities,,0,0,0,0,12,5,7,4,3,9,11,
  └─ Preference Capital,0,2,3,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,114,18,32,52,38,31,0,0,0,0,-0,,
Other Liabilities,367,527,613,747,934,1119,1025,1081,1165,1303,1356,1530,
  └─ Non controlling int,2,2,0,0,0,0,0,0,0,0,1,3,
  └─ Trade Payables,183,309,318,447,534,560,423,529,634,818,896,910,
  └─ Advance from Customers,22,44,76,92,138,114,228,208,179,246,172,,
  └─ Other liability items,160,172,219,208,263,445,375,344,353,239,287,617,
Total Liabilities,538,876,1109,1734,2051,2364,2246,2381,2612,3149,3500,3922,
Fixed Assets,169,233,326,410,541,659,664,694,659,593,584,655,
  └─ Building,-0.00,13.52,13.42,13.42,14.40,14.40,6.28,8.39,19.52,16.82,25.03,,
  └─ Plant Machinery,52.68,66.21,79.59,98.12,118.20,130.87,132.65,133.19,139.46,143.39,162.62,,
  └─ Equipments,0.89,0.95,0.77,1.02,1.07,1.09,1.09,1.09,1.13,1.30,2.32,,
  └─ Computers,1.55,2.30,1.92,2.94,3.97,4.79,5.60,6.22,6.99,7.62,9.86,,
  └─ Furniture n fittings,3.10,3.12,2.11,7.08,9.23,9.56,11.27,11.52,11.52,11.64,11.85,,
  └─ Vehicles,0.83,1.66,1.78,3.53,3.78,4.65,4.65,4.87,5.13,8.82,12.80,,
  └─ Intangible Assets,-0.00,-0.00,0.04,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,3.24,
  └─ Other fixed assets,121.88,172.05,291.34,378.05,563.73,764.37,817.36,940.97,1007.43,1032.79,1081.73,,
  └─ Gross Block,180.93,259.81,390.97,504.16,714.38,929.73,978.90,1106.25,1191.18,1222.38,1306.21,,
  └─ Accumulated Depreciation,11.68,27.26,65.25,94.25,173.81,270.79,314.47,412.55,532.13,628.96,721.93,,
CWIP,0,8,7,0,4,5,6,14,21,9,3,32,
Investments,5,0,0,1,1,1,2,1,1,3,22,32,
Other Assets,364,635,776,1323,1506,1699,1574,1673,1931,2544,2891,3203,
  └─ Inventories,118,221,181,224,91,104,100,112,99,111,110,129,
  └─ Trade receivables,152,275,368,419,533,385,286,395,348,548,1080,1085,
    └─ Receivables over 6m,1,4,0,419,546,414,0,0,0,92,90,,1
    └─ Receivables under 6m,151,274,368,0,0,0,336,467,378,464,998,,85
    └─ Prov for Doubtful,0,-2,0,0,-13,-28,-50,-72,-30,-9,-8,,0
  └─ Cash Equivalents,40,37,50,324,193,263,156,184,175,209,94,164,
  └─ Loans n Advances,23,41,22,40,35,31,32,27,43,165,103,131,
  └─ Other asset items,31,60,155,316,653,917,999,956,1267,1511,1505,1695,
Total Assets,538,876,1109,1734,2051,2364,2246,2381,2612,3149,3500,3922,
