Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,6
Reserves,297,455,854,730,894,967,864
Borrowings,29,38,53,75,79,94,86
  └─ Long term Borrowings,20.25,34.76,41.55,54.79,55.77,66.92,49.54
  └─ Short term Borrowings,0.00,0.95,6.00,10.96,15.05,18.87,29.79
  └─ Lease Liabilities,8.33,2.60,5.84,9.45,8.64,7.76,6.71
  └─ Other Borrowings,0.00,0.00,0.00,0.00,-0.01,0.00,
Other Liabilities,50,61,82,70,97,106,138
  └─ Trade Payables,29,36,40,41,56,52,84
  └─ Other liability items,21,25,42,29,40,54,53
Total Liabilities,381,561,995,881,1076,1173,1094
Fixed Assets,91,119,152,238,281,334,373
  └─ Land,19.60,10.37,20.10,20.10,28.88,28.97,
  └─ Building,19.66,29.19,35.90,65.80,78.68,118.96,
  └─ Plant Machinery,63.40,94.76,119.88,188.43,224.82,256.92,
  └─ Equipments,3.47,3.79,4.49,4.74,7.05,7.20,
  └─ Computers,3.54,3.59,4.28,5.33,5.58,5.87,
  └─ Furniture n fittings,2.32,2.90,3.20,4.32,4.81,5.64,
  └─ Vehicles,1.26,1.29,2.00,2.10,2.10,2.36,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.46
  └─ Other fixed assets,0.95,1.00,1.81,1.71,1.72,2.19,
  └─ Gross Block,114.20,146.89,191.66,292.53,353.64,428.11,
  └─ Accumulated Depreciation,22.85,28.04,39.59,54.97,72.90,93.67,
CWIP,35,30,69,29,30,26,30
Investments,105,194,551,366,492,513,376
Other Assets,149,218,222,248,274,299,315
  └─ Inventories,34,37,72,88,90,88,107
  └─ Trade receivables,39,44,39,44,58,81,80
  └─ Cash Equivalents,20,72,30,36,45,60,53
  └─ Loans n Advances,1,2,3,4,5,3,16
  └─ Other asset items,55,64,78,76,75,67,58
Total Assets,381,561,995,881,1076,1173,1094
