Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,11,11,11
Reserves,1,1,3,23,32,43
Borrowings,6,10,14,15,22,38
  └─ Long term Borrowings,2.44,2.57,4.82,4.05,5.37,5.33
  └─ Short term Borrowings,3.81,7.28,8.74,11.12,16.80,32.79
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,0.00,
Other Liabilities,2,2,8,1,6,35
  └─ Trade Payables,1.87,1.45,7.15,0.60,1.93,26.47
  └─ Advance from Customers,0.20,0.02,0.01,0.05,0.05,
  └─ Other liability items,0.18,0.21,0.76,0.82,3.93,8.08
Total Liabilities,13,16,28,51,72,127
Fixed Assets,3,3,4,5,19,17
  └─ Building,2.20,2.20,2.20,2.20,5.20,
  └─ Plant Machinery,2.06,2.28,2.80,4.17,16.17,
  └─ Equipments,0.06,0.07,0.08,1.02,1.14,
  └─ Computers,0.03,0.03,0.05,0.06,0.09,
  └─ Furniture n fittings,0.06,0.06,0.06,0.07,0.09,
  └─ Vehicles,0.04,0.23,1.36,1.36,1.36,
  └─ Other fixed assets,0.01,0.01,0.00,-0.01,0.01,
  └─ Gross Block,4.46,4.88,6.55,8.87,24.06,
  └─ Accumulated Depreciation,1.54,1.98,2.63,3.45,4.60,
CWIP,0,0,2,0,0,0
Investments,0,0,0,0,0,0
Other Assets,10,13,23,46,52,111
  └─ Inventories,3.13,3.17,6.48,6.04,17.18,47.59
  └─ Trade receivables,4.35,2.99,10.86,22.53,21.68,41.86
    └─ Receivables over 6m,0.46,0.82,0.52,3.12,10.50,
    └─ Receivables under 6m,3.89,2.17,10.34,19.41,11.19,
  └─ Cash Equivalents,0.39,5.38,2.38,0.55,0.42,0.15
  └─ Loans n Advances,1.26,0.71,0.78,3.15,2.72,13.53
  └─ Other asset items,0.66,0.78,2.06,13.37,10.36,7.47
Total Assets,13,16,28,51,72,127
