Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,160,1274,1564,1564,1564,1564,1564,1584,1584,1584,1647
Reserves,-9,-71,-223,369,792,636,1050,5720,9058,10553,18318
Borrowings,4132,4347,9864,11142,14867,24209,52832,54223,64858,80040,103545
  └─ Long term Borrowings,3541,3663,8373,9948,12610,19746,42717,48632,40503,67363,87897
  └─ Short term Borrowings,591,635,1351,742,1115,4128,9471,4215,22557,10706,12581
  └─ Lease Liabilities,0,0,0,0,375,335,644,1376,1798,1971,3067
  └─ Other Borrowings,0,49,140,452,767,0,0,0,0,0,0
Other Liabilities,1286,610,4503,1582,1201,2283,3508,5382,12586,18587,19478
  └─ Non controlling int,0,0,0,-1,-46,-74,0,46,6806,10436,9914
  └─ Trade Payables,1,8,98,161,175,129,145,391,316,395,407
  └─ Advance from Customers,0,0,5,5,10,0,0,0,0,0,0
  └─ Other liability items,1284,602,4399,1416,1062,2228,3363,4945,5464,7756,9157
Total Liabilities,5569,6160,15709,14658,18424,28692,58954,66909,88086,110764,142988
Fixed Assets,2781,4341,9120,10388,12554,16429,28452,48336,62284,79914,102138
  └─ Land,446,107,225,291,708,981,1375,2295,2759,3026,4350
  └─ Building,49,102,198,286,365,398,617,665,873,978,1035
  └─ Plant Machinery,2294,4456,9558,11729,13788,17753,29228,49389,63971,83278,107265
  └─ Equipments,2,2,4,6,8,10,21,30,48,67,81
  └─ Computers,1,1,3,5,7,13,21,32,46,65,59
  └─ Furniture n fittings,1,1,1,2,2,2,6,7,17,22,25
  └─ Vehicles,1,1,2,2,2,3,5,9,11,13,19
  └─ Intangible Assets,0,0,0,3,3,3,3,3,3,3,3
  └─ Other fixed assets,1,2,3,4,5,83,829,831,1336,1738,1941
  └─ Gross Block,2793,4671,9995,12329,14888,19246,32105,53261,69064,89190,114778
  └─ Accumulated Depreciation,12,330,875,1941,2334,2817,3653,4925,6780,9276,12640
CWIP,1962,267,1725,743,1208,4452,19899,5291,6427,14480,19031
Investments,7,26,87,77,477,502,574,1149,1515,2743,2983
Other Assets,819,1525,4777,3449,4185,7309,10029,12133,17860,13627,18836
  └─ Inventories,401,0,1692,136,104,29,17,52,291,101,136
  └─ Trade receivables,64,336,848,758,740,1494,1809,2206,1342,1540,2129
    └─ Receivables over 6m,0,0,0,0,0,0,0,198,103,37,362
    └─ Receivables under 6m,64,336,848,758,747,1501,1816,2008,1258,1508,1769
    └─ Prov for Doubtful,0,0,0,0,-7,-7,-7,0,-19,-5,-2
  └─ Cash Equivalents,106,187,457,361,695,1019,1593,1984,8764,3332,2766
  └─ Loans n Advances,2,540,441,476,219,274,405,219,203,281,520
  └─ Other asset items,246,462,1338,1718,2427,4493,6205,7672,7260,8373,13285
Total Assets,5569,6160,15709,14658,18424,28692,58954,66909,88086,110764,142988
