Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2012
Equity Capital,12,13,25,31,31,46,49,52,52,52,53,53,
Reserves,858,556,197,-375,290,194,486,71,-168,260,105,-3217,
Borrowings,2646,3006,2545,2493,2259,2383,1828,2037,1265,1083,1049,1848,
  └─ Long term Borrowings,2044,2509,2082,553,1463,1401,1262,1102,455,184,0,0,
  └─ Short term Borrowings,330,281,208,180,70,138,125,125,662,686,901,1760,
  └─ Lease Liabilities,0,0,0,0,0,0,0,191,148,213,148,88,
  └─ Preference Capital,0,0,0,0,0,481,5,12,0,0,0,0,
  └─ Other Borrowings,273,216,255,1759,726,364,436,607,0,0,0,,
Other Liabilities,566,362,997,1282,720,534,695,947,793,509,603,3889,
  └─ Trade Payables,267,109,22,14,17,18,31,28,20,22,23,39,
  └─ Advance from Customers,2,2,1,1,1,3,3,1,3,3,3,,
  └─ Other liability items,298,251,973,1267,702,513,660,917,770,484,576,3851,
Total Liabilities,4083,3938,3765,3431,3300,3156,3058,3106,1943,1904,1809,2573,
Fixed Assets,2448,3167,3061,3272,3190,2874,2623,2635,1439,1484,1308,2093,
  └─ Land,474.27,1260.67,1260.67,1513.99,1546.65,1497.88,1332.82,1310.56,884.66,884.66,787.31,,
  └─ Building,1181.14,1179.24,1342.57,1251.32,1134.10,962.07,969.43,1143.04,688.88,805.36,805.36,,
  └─ Plant Machinery,534.71,535.47,536.26,558.38,385.95,370.40,371.01,369.81,59.39,59.93,59.93,,
  └─ Computers,14.70,13.44,2.42,13.41,2.41,2.32,2.07,2.10,1.22,1.46,1.49,,
  └─ Furniture n fittings,30.09,29.59,59.19,29.69,18.52,9.80,8.86,7.77,3.81,3.81,3.81,,
  └─ Railway sidings,0.00,0.00,0.00,177.57,142.84,143.34,143.89,143.89,0.00,0.00,0.00,,
  └─ Vehicles,3.61,2.42,29.59,2.10,0.97,1.05,0.96,1.04,0.69,0.69,0.69,,
  └─ Intangible Assets,56.01,56.01,103.61,50.02,32.09,32.28,32.28,32.27,0.20,0.19,0.19,0.35,
  └─ Other fixed assets,265.66,283.99,21.37,53.41,34.28,47.63,46.28,46.91,31.59,31.64,31.64,,
  └─ Gross Block,2560.19,3360.83,3355.68,3649.89,3297.81,3066.77,2907.60,3057.39,1670.44,1787.74,1690.42,,
  └─ Accumulated Depreciation,112.20,193.37,294.72,378.17,107.85,192.44,284.60,422.11,231.42,303.24,382.58,,
CWIP,736,562,560,0,0,0,2,1,2,2,2,2,
Investments,0,0,0,0,0,0,0,0,0,0,0,0,
Other Assets,899,208,144,160,110,282,433,470,502,417,499,478,
  └─ Inventories,0,0,0,2,0,0,165,125,125,125,125,165,
  └─ Trade receivables,624,84,22,23,24,27,43,27,26,40,32,25,
    └─ Receivables over 6m,237.21,11.85,17.87,3.97,0.00,0.00,0.00,0.00,9.60,15.08,20.48,,24.28
    └─ Receivables under 6m,386.94,73.61,4.24,19.79,26.35,28.14,44.50,30.27,20.30,30.86,24.46,,286.98
    └─ Prov for Doubtful,-0.41,-1.40,-0.20,-0.47,-2.65,-0.71,-1.84,-2.97,-4.28,-5.73,-13.41,,-0.37
  └─ Cash Equivalents,8,10,6,12,9,18,14,12,9,8,10,14,
  └─ Loans n Advances,3,6,39,1,45,7,8,5,29,11,1,10,
  └─ Other asset items,264,108,76,122,33,229,204,300,312,232,332,264,
Total Assets,4083,3938,3765,3431,3300,3156,3058,3106,1943,1904,1809,2573,
