Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,3.84,3.84,3.84,3.84
Reserves,,7.72,14.24,19.18,27.39
Borrowings,,0.00,24.26,22.12,19.98
  └─ Long term Borrowings,,0.00,22.12,19.98,17.84
  └─ Short term Borrowings,,0.00,2.14,2.14,2.14
Other Liabilities,,22.55,25.81,27.30,25.35
  └─ Non controlling int,,0.00,3.09,3.05,3.05
  └─ Trade Payables,,0.01,0.51,0.01,0.05
  └─ Advance from Customers,,0.67,0.02,0.73,
  └─ Other liability items,,21.87,22.19,23.51,22.25
Total Liabilities,,34.11,68.15,72.44,76.56
Fixed Assets,,6.55,39.53,38.49,36.45
  └─ Land,,0.14,1.60,1.60,
  └─ Building,,0.01,0.30,0.30,
  └─ Plant Machinery,,0.00,31.73,32.82,
  └─ Computers,,0.04,0.04,0.05,
  └─ Furniture n fittings,,0.32,0.32,0.31,
  └─ Vehicles,,0.11,0.11,0.08,
  └─ Other fixed assets,,6.28,6.46,6.46,
  └─ Gross Block,,6.90,40.56,41.62,
  └─ Accumulated Depreciation,,0.36,1.02,3.13,
CWIP,,0.03,0.00,0.00,0.00
Investments,,1.26,1.65,16.19,26.82
Other Assets,,26.27,26.97,17.76,13.29
  └─ Cash Equivalents,,14.26,19.78,14.53,7.26
  └─ Loans n Advances,,6.22,0.17,0.05,3.28
  └─ Other asset items,,5.79,7.02,3.18,2.75
Total Assets,,34.11,68.15,72.44,76.56
