Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,18,24
Reserves,10,49,142
Borrowings,16,45,113
  └─ Long term Borrowings,5,16,56
  └─ Short term Borrowings,12,30,40
  └─ Lease Liabilities,0,0,17
Other Liabilities,40,46,15
  └─ Non controlling int,0.00,0.00,0.05
  └─ Trade Payables,25.21,28.60,3.31
  └─ Advance from Customers,8.42,8.16,
  └─ Other liability items,6.03,8.94,11.56
Total Liabilities,78,158,293
Fixed Assets,9,12,12
  └─ Building,1.29,2.22,
  └─ Plant Machinery,6.48,7.87,
  └─ Equipments,0.10,0.34,
  └─ Computers,0.09,0.12,
  └─ Furniture n fittings,0.18,0.26,
  └─ Vehicles,3.07,5.25,
  └─ Other fixed assets,0.00,-0.01,
  └─ Gross Block,11.21,16.05,
  └─ Accumulated Depreciation,1.94,4.52,
CWIP,0,0,0
Investments,4,26,88
Other Assets,65,120,193
  └─ Inventories,18,31,94
  └─ Trade receivables,29,57,74
    └─ Receivables over 6m,0.85,8.11,
    └─ Receivables under 6m,28.07,48.72,
  └─ Cash Equivalents,1,1,3
  └─ Loans n Advances,0,0,5
  └─ Other asset items,16,31,18
Total Assets,78,158,293
