Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,9,9,9,11,11,11,11,15,15,16,17,21,
Reserves,28,32,42,61,60,79,78,147,183,218,394,652,
Borrowings,57,98,118,118,122,97,87,63,57,9,49,57,
  └─ Long term Borrowings,13.09,13.26,8.51,6.97,4.05,2.68,1.10,0.40,0.90,0.78,0.79,3.04,
  └─ Short term Borrowings,37.53,83.03,106.72,107.48,114.33,92.48,85.55,59.99,53.79,3.86,39.87,43.56,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.43,2.19,4.43,8.49,10.14,
  └─ Other Borrowings,6.08,2.20,2.52,3.06,3.42,1.97,0.00,0.01,-0.01,0.00,0.00,,
Other Liabilities,29,41,24,41,61,63,80,73,58,83,117,200,
  └─ Non controlling int,0,0,0,0,0,0,0,8,0,0,0,0,
  └─ Trade Payables,10,21,19,30,51,51,65,46,33,50,75,156,
  └─ Advance from Customers,0,0,0,2,0,0,5,7,2,2,0,,
  └─ Other liability items,18,20,6,9,9,12,11,11,23,30,42,44,
Total Liabilities,123,180,194,230,253,250,256,299,313,326,578,930,
Fixed Assets,26,29,28,28,28,26,23,45,40,44,80,86,
  └─ Land,0.94,0.94,0.33,1.02,1.02,1.02,1.02,1.02,0.84,0.84,0.84,,
  └─ Building,2.94,3.35,3.34,3.37,3.37,3.37,3.37,7.24,7.79,13.24,31.51,,
  └─ Plant Machinery,16.10,2.61,14.25,14.57,17.77,17.78,17.78,17.78,11.94,11.59,15.46,,
  └─ Equipments,3.77,4.19,6.18,8.14,9.08,9.52,9.84,13.29,14.81,15.48,20.04,,
  └─ Computers,6.01,7.91,2.36,2.43,2.58,3.02,3.12,23.77,6.33,6.33,7.13,,
  └─ Furniture n fittings,3.59,4.39,3.43,3.98,4.07,4.10,4.10,4.36,4.36,4.37,4.50,,
  └─ Vehicles,2.63,2.82,2.01,2.16,2.10,2.31,1.83,2.50,2.99,3.58,3.85,,
  └─ Intangible Assets,0.02,0.09,0.09,0.06,0.06,0.06,0.06,19.96,19.96,19.96,30.51,39.39,
  └─ Other fixed assets,0.02,14.66,0.00,0.00,-0.01,-0.01,-0.01,-0.01,0.00,0.00,5.21,,
  └─ Gross Block,36.02,40.96,31.99,35.73,40.04,41.17,41.11,89.91,69.02,75.39,119.05,,
  └─ Accumulated Depreciation,9.67,12.36,3.63,7.66,11.72,15.50,18.47,45.07,28.94,31.53,39.06,,
CWIP,0,0,0,0,0,0,0,0,0,0,3,0,
Investments,0,0,6,0,0,0,0,19,26,44,22,23,
Other Assets,96,151,159,202,225,224,233,235,246,239,473,821,
  └─ Inventories,28,59,11,8,1,8,3,1,4,1,1,1,
  └─ Trade receivables,35,58,93,116,113,111,125,85,93,167,253,150,
    └─ Receivables over 6m,5,14,0,0,0,0,0,0,51,42,46,,26
    └─ Receivables under 6m,30,44,96,119,118,117,136,99,59,147,238,,0
    └─ Prov for Doubtful,0,0,-4,-4,-5,-7,-11,-14,-17,-22,-31,,0
  └─ Cash Equivalents,11,11,6,9,17,11,10,27,43,29,162,292,
  └─ Loans n Advances,3,2,2,6,6,4,5,4,7,7,16,14,
  └─ Other asset items,20,22,48,63,88,91,90,119,99,35,41,365,
Total Assets,123,180,194,230,253,250,256,299,313,326,578,930,
