Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,258.62,5.07,5.07,5.07,7.92,7.92,7.92,7.92
Reserves,2491.82,-2.28,-2.80,-2.60,-2.06,-4.77,-5.07,-5.23
Borrowings,2699.85,0.84,0.80,1.42,0.01,0.00,0.00,0.00
  └─ Long term Borrowings,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,2699.85,0.07,0.80,1.42,0.01,0.00,0.00,
Other Liabilities,2162.95,0.00,0.04,0.23,0.13,0.09,0.03,0.05
  └─ Non controlling int,86.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01
  └─ Advance from Customers,0.00,0.00,0.00,0.03,0.00,0.00,0.00,
  └─ Other liability items,2076.63,0.00,0.04,0.20,0.10,0.09,0.03,0.04
Total Liabilities,7613.24,3.63,3.11,4.12,6.00,3.24,2.88,2.74
Fixed Assets,0.00,0.33,0.50,0.40,0.30,0.22,0.17,0.12
  └─ Plant Machinery,0.00,0.12,0.35,0.35,0.35,0.35,0.35,
  └─ Equipments,0.00,0.01,0.01,0.01,0.01,0.01,0.01,
  └─ Vehicles,0.00,0.44,0.44,0.44,0.44,0.38,0.38,
  └─ Intangible Assets,28.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,-28.77,0.00,0.00,0.00,0.00,0.01,0.01,
  └─ Gross Block,0.00,0.57,0.80,0.80,0.80,0.75,0.75,
  └─ Accumulated Depreciation,0.00,0.24,0.31,0.40,0.50,0.53,0.58,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,78.49,0.84,1.68,3.04,3.03,0.38,0.00,0.00
Other Assets,7534.75,2.46,0.93,0.68,2.67,2.64,2.71,2.62
  └─ Inventories,1598.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade receivables,897.12,0.00,0.17,0.19,0.12,0.00,0.28,0.19
  └─ Cash Equivalents,80.57,0.40,0.22,0.01,0.02,0.03,0.03,0.01
  └─ Loans n Advances,375.83,0.00,0.01,0.00,2.39,2.48,2.28,2.34
  └─ Other asset items,4582.80,2.06,0.53,0.48,0.14,0.13,0.12,0.08
Total Assets,7613.24,3.63,3.11,4.12,6.00,3.24,2.88,2.74
