Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,165.96,165.96,170.96,170.96,170.96,170.96,170.96,170.96,170.96,170.96,170.96,170.96,
Reserves,327.26,231.79,184.55,169.85,171.15,133.40,129.05,176.93,187.86,257.60,264.13,245.31,
Borrowings,6.04,1.10,8.28,3.34,27.43,27.09,24.61,21.81,18.61,0.00,0.00,0.00,
  └─ Long term Borrowings,0.25,1.10,0.36,3.34,27.43,24.23,21.85,18.73,15.33,0.00,0.00,0.00,
  └─ Short term Borrowings,5.79,0.00,7.92,0.00,0.00,2.86,2.76,3.08,3.28,0.00,0.00,0.00,
Other Liabilities,12.02,30.67,33.69,31.85,15.35,10.19,11.92,9.42,11.94,27.71,48.89,42.69,
  └─ Non controlling int,0.00,0.07,3.12,3.10,0.00,0.00,0.00,0.00,0.00,10.62,11.13,12.74,
  └─ Trade Payables,6.22,0.00,4.39,7.97,2.82,1.53,1.07,1.07,1.05,0.45,3.34,1.46,
  └─ Advance from Customers,0.00,19.69,22.48,15.63,5.13,0.11,2.22,0.56,2.70,8.92,27.30,,
  └─ Other liability items,5.80,10.91,3.70,5.15,7.40,8.55,8.63,7.79,8.19,7.72,7.12,28.49,
Total Liabilities,511.28,429.52,397.48,376.00,384.89,341.64,336.54,379.12,389.37,456.27,483.98,458.96,
Fixed Assets,239.17,232.18,197.35,197.00,212.90,210.96,204.64,200.16,196.56,226.55,229.93,231.55,
  └─ Land,13.94,23.56,27.99,28.03,133.49,132.27,132.27,132.27,23.85,23.85,24.48,,
  └─ Building,8.74,8.74,8.74,21.20,67.51,75.01,75.01,75.78,16.93,16.93,16.93,,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.12,,
  └─ Equipments,7.10,7.31,7.43,7.47,17.50,15.23,14.63,14.87,14.91,14.95,15.06,,
  └─ Computers,424.12,424.59,424.73,424.79,424.80,366.73,360.03,5.54,5.51,5.61,5.78,,
  └─ Furniture n fittings,4.16,4.20,4.20,4.20,8.27,9.70,9.69,10.04,10.04,10.09,10.09,,
  └─ Vehicles,0.39,0.77,0.77,0.77,0.77,0.53,0.60,0.60,0.60,0.60,0.60,,
  └─ Intangible Assets,0.00,21.15,20.95,2.16,0.00,0.00,0.00,0.00,0.00,34.50,34.50,37.68,
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,169.96,170.96,171.20,,
  └─ Gross Block,458.45,490.32,494.81,488.62,652.34,599.47,592.23,239.09,241.80,277.49,285.76,,
  └─ Accumulated Depreciation,219.28,258.14,297.46,291.62,439.44,388.50,387.60,38.93,45.24,50.94,55.82,,
CWIP,16.80,18.51,25.25,12.52,5.47,0.64,1.64,2.55,0.00,0.00,0.00,0.00,
Investments,96.94,29.58,37.07,94.77,101.31,90.55,88.18,143.92,155.61,66.50,71.47,53.12,
Other Assets,158.37,149.25,137.81,71.71,65.21,39.49,42.08,32.49,37.20,163.22,182.58,174.29,
  └─ Inventories,0,0,0,0,0,0,0,0,0,0,0,1,
  └─ Trade receivables,9,9,4,4,4,5,6,2,4,2,5,8,
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.99,1.32,,29.47
    └─ Receivables under 6m,9.43,9.04,3.52,4.19,3.72,5.45,6.53,2.23,3.42,1.60,4.19,,0.00
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.27,-0.53,-0.63,-0.39,,0.00
  └─ Cash Equivalents,43,26,5,11,14,3,3,3,5,20,53,53,
  └─ Loans n Advances,1,1,1,10,6,4,11,1,1,6,6,106,
  └─ Other asset items,105,113,128,47,42,28,22,26,27,136,118,7,
Total Assets,511.28,429.52,397.48,376.00,384.89,341.64,336.54,379.12,389.37,456.27,483.98,458.96,
