Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Equity Capital,11,11,11,11
Reserves,14,15,15,13
Borrowings,67,70,66,65
  └─ Long term Borrowings,8,9,7,8
  └─ Short term Borrowings,59,60,57,56
  └─ Other Borrowings,0,1,1,1
Other Liabilities,21,23,12,25
  └─ Trade Payables,19.90,20.40,9.04,20.38
  └─ Advance from Customers,0.00,1.34,1.07,0.63
  └─ Other liability items,1.40,0.77,2.19,3.88
Total Liabilities,113,118,104,114
Fixed Assets,5,6,6,8
  └─ Building,4.62,5.26,5.26,6.15
  └─ Computers,0.11,0.12,0.13,0.14
  └─ Furniture n fittings,0.29,0.29,0.29,0.29
  └─ Vehicles,1.48,1.70,1.59,2.61
  └─ Other fixed assets,-0.01,0.00,0.00,0.00
  └─ Gross Block,6.49,7.37,7.27,9.19
  └─ Accumulated Depreciation,1.01,1.27,1.38,1.55
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,108,111,98,106
  └─ Inventories,0,0,1,13
  └─ Trade receivables,98,100,86,87
  └─ Cash Equivalents,1,2,1,1
  └─ Loans n Advances,7,6,7,2
  └─ Other asset items,1,3,3,4
Total Assets,113,118,104,114
