Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,10,10,11,11,11
Reserves,29,61,60,72,146,226,290,303
Borrowings,2,3,9,8,7,6,11,12
  └─ Long term Borrowings,0.96,2.01,1.29,1.02,0.88,0.21,0.07,0.95
  └─ Short term Borrowings,1.08,1.08,0.73,0.25,0.14,0.23,0.14,1.94
  └─ Lease Liabilities,0.00,0.00,7.44,6.98,6.28,5.67,10.42,9.46
  └─ Other Borrowings,0.00,0.00,0.01,0.00,0.00,0.00,0.00,
Other Liabilities,53,69,49,78,159,176,187,58
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.40,0.03,-0.35,5.77
  └─ Trade Payables,38.20,56.14,30.89,71.31,139.32,162.96,164.70,34.74
  └─ Advance from Customers,0.00,0.02,0.01,0.03,0.07,0.11,0.56,
  └─ Other liability items,14.75,13.00,17.84,6.92,19.12,13.02,22.25,17.07
Total Liabilities,89,138,123,169,323,419,499,384
Fixed Assets,4,5,39,16,14,12,15,31
  └─ Land,0.00,2.08,7.52,7.52,7.34,0.00,0.00,
  └─ Building,0.00,0.00,1.37,1.40,1.76,9.10,10.88,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.25,
  └─ Equipments,0.15,0.18,0.30,0.30,0.76,0.92,1.20,
  └─ Computers,0.70,0.83,0.55,0.62,0.78,0.96,0.87,
  └─ Furniture n fittings,0.82,0.86,0.65,0.66,0.70,0.73,0.38,
  └─ Vehicles,4.76,5.79,5.79,5.37,5.37,6.18,5.24,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.89,0.89,0.89,15.55
  └─ Other fixed assets,0.02,0.14,27.53,6.55,6.60,6.60,6.81,
  └─ Gross Block,6.45,9.88,43.71,22.42,24.20,25.38,26.52,
  └─ Accumulated Depreciation,2.89,4.48,5.15,6.69,10.18,13.82,11.19,
CWIP,0,1,0,0,0,0,0,0
Investments,0,0,0,0,44,44,90,103
Other Assets,86,132,84,153,264,363,393,250
  └─ Inventories,0,0,0,0,0,0,0,0
  └─ Trade receivables,46,69,40,91,202,265,294,134
  └─ Cash Equivalents,16,32,10,15,37,58,59,48
  └─ Loans n Advances,3,8,6,10,3,19,13,1
  └─ Other asset items,22,23,28,38,22,21,27,66
Total Assets,89,138,123,169,323,419,499,384
