Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,11,11,11,11,11,11,11,11,11,11,11,11,
Reserves,32,29,27,23,16,-3,-14,-7,-32,-39,-57,-73,
Borrowings,70,83,80,81,80,84,105,118,124,115,119,76,
  └─ Long term Borrowings,15,60,64,64,62,62,56,56,60,59,58,56,
  └─ Short term Borrowings,47,22,12,12,11,13,11,8,8,13,7,4,
  └─ Lease Liabilities,0,0,0,0,0,0,29,49,53,39,53,16,
  └─ Other Borrowings,8,2,5,5,7,8,8,5,3,3,2,,
Other Liabilities,68,69,74,80,102,153,142,127,139,137,169,230,
  └─ Non controlling int,3,3,3,3,3,4,4,5,8,6,7,7,
  └─ Trade Payables,28,32,26,24,30,34,28,30,39,44,39,55,
  └─ Advance from Customers,6,11,9,11,26,27,25,30,0,5,1,,
  └─ Other liability items,31,23,35,42,42,88,85,62,93,82,122,167,
Total Liabilities,181,193,193,195,210,245,244,249,243,224,242,243,
Fixed Assets,82,78,111,103,98,132,114,130,132,119,129,127,
  └─ Land,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,
  └─ Building,80.60,82.25,68.08,68.30,70.43,72.68,72.84,77.35,84.48,86.26,85.47,,
  └─ Plant Machinery,43.64,42.31,35.60,37.40,38.55,39.41,37.94,39.34,42.17,45.43,47.43,,
  └─ Equipments,0.00,11.08,8.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Computers,15.66,17.65,5.85,7.46,8.81,11.41,11.72,12.67,14.22,16.09,17.20,,
  └─ Furniture n fittings,9.70,0.00,0.00,9.25,10.49,12.69,12.71,14.47,16.81,19.14,21.15,,
  └─ Vehicles,5.21,6.74,7.81,8.18,9.50,10.55,10.55,10.91,12.29,13.42,13.59,,
  └─ Intangible Assets,100.31,100.54,101.35,101.31,101.31,109.72,112.50,114.93,115.81,120.26,124.14,16.97,
  └─ Other fixed assets,4.08,4.60,21.37,21.56,21.08,59.04,58.23,84.77,89.21,82.43,97.51,,
  └─ Gross Block,262.20,268.17,251.61,256.46,263.17,318.50,319.49,357.44,377.99,386.03,409.49,,
  └─ Accumulated Depreciation,180.68,190.08,140.51,153.23,165.21,186.33,205.82,227.50,246.06,266.84,280.56,,
CWIP,6,12,4,7,11,12,13,7,10,9,15,3,
Investments,2,2,5,4,4,4,4,6,4,5,7,22,
Other Assets,92,101,72,80,97,97,114,106,97,90,92,91,
  └─ Inventories,0.24,0.41,0.83,0.75,1.02,1.16,0.76,0.94,1.28,1.15,1.35,1.12,
  └─ Trade receivables,41.84,42.13,12.11,11.80,21.50,15.83,20.74,11.21,9.01,7.97,17.66,7.65,
    └─ Receivables over 6m,6.13,5.42,0.00,0.00,0.00,0.00,0.00,18.77,13.69,8.91,13.63,,5.89
    └─ Receivables under 6m,35.93,37.24,13.08,13.01,21.80,20.67,20.74,0.75,0.52,3.66,7.90,,26.80
    └─ Prov for Doubtful,-0.23,-0.54,-0.97,-1.21,-0.29,-4.84,0.00,-8.31,-5.20,-4.60,-3.87,,-0.54
  └─ Cash Equivalents,3.56,3.91,3.75,4.81,8.19,7.83,18.81,16.39,16.05,11.05,7.02,6.45,
  └─ Loans n Advances,0.00,2.72,3.34,3.28,2.94,2.44,2.04,2.43,17.21,17.09,15.73,28.77,
  └─ Other asset items,45.96,51.48,52.05,59.65,62.91,69.71,71.32,75.47,53.46,52.81,50.34,47.46,
Total Assets,181,193,193,195,210,245,244,249,243,224,242,243,
