Metric,Mar 2014,Mar 2015,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,66,53,56,78,82,82
Reserves,147,258,536,673,876,1288,1888,2432
Borrowings,212,217,532,1026,1402,1761,2059,2699
  └─ Long term Borrowings,0,0,0,0,1,1,1,1
  └─ Short term Borrowings,0,0,532,863,1178,1497,1768,2345
  └─ Lease Liabilities,0,0,0,163,210,263,290,353
  └─ Preference Capital,0,4,0,0,13,0,0,0
  └─ Other Borrowings,212,212,-0,0,0,0,0,
Other Liabilities,86,64,424,348,571,596,717,1849
  └─ Trade Payables,6,12,61,117,162,207,152,679
  └─ Advance from Customers,76,46,94,59,96,96,195,
  └─ Other liability items,3,6,269,172,313,294,370,1170
Total Liabilities,462,557,1559,2100,2905,3723,4746,7062
Fixed Assets,62,67,212,223,280,362,405,475
  └─ Land,0.00,0.00,0.00,0.00,13.46,13.46,19.11,
  └─ Building,30.71,32.28,73.46,288.74,342.42,445.72,511.88,
  └─ Plant Machinery,5.20,10.23,32.24,39.15,51.79,62.80,77.60,
  └─ Equipments,0.55,0.78,4.66,7.39,13.04,19.29,22.72,
  └─ Furniture n fittings,3.70,8.43,40.86,47.21,56.81,71.24,85.21,
  └─ Vehicles,0.63,0.63,2.53,2.70,2.70,2.70,2.88,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49
  └─ Other fixed assets,23.99,24.17,184.58,6.36,6.89,9.12,9.90,
  └─ Gross Block,64.78,76.52,338.33,391.55,487.11,624.33,729.30,
  └─ Accumulated Depreciation,2.93,9.47,126.48,168.37,207.44,262.34,324.65,
CWIP,2,13,2,7,13,1,2,2
Investments,0,0,0,0,0,0,0,0
Other Assets,398,476,1345,1870,2612,3359,4340,6584
  └─ Inventories,265,358,1039,1391,1885,2457,3299,5296
  └─ Trade receivables,52,44,28,39,45,53,81,225
  └─ Cash Equivalents,67,38,128,279,438,551,591,517
  └─ Loans n Advances,1,2,0,8,19,15,30,25
  └─ Other asset items,13,36,150,153,225,283,338,521
Total Assets,462,557,1559,2100,2905,3723,4746,7062
