Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,178,178,178,178,217,258,259,319,324,330,331,333,
Reserves,3705,3660,2549,1658,616,-157,-306,-1301,1734,2013,2185,2575,
Borrowings,16491,20247,14956,9945,6717,5356,4940,4878,841,443,233,493,
  └─ Long term Borrowings,8688,11858,8917,8983,5897,0,0,0,0,0,0,401,
  └─ Short term Borrowings,4320,4014,2159,962,819,0,0,0,0,0,0,0,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0,93,
  └─ Preference Capital,25,25,26,0,0,0,0,0,84,0,0,0,
  └─ Other Borrowings,3458,4350,3854,0,0,5356,4940,4878,757,443,233,,
Other Liabilities,5064,3344,3355,2081,2023,2673,3832,5467,5193,6686,8480,11104,
  └─ Non controlling int,220,185,494,418,219,93,345,450,620,831,921,969,
  └─ Trade Payables,186,254,314,239,285,287,324,432,319,989,1440,2079,
  └─ Advance from Customers,5,0,2,0,25,32,37,34,2,4,2,,
  └─ Other liability items,4653,2904,2545,1424,1494,2261,3126,4550,4253,4861,6117,8055,
Total Liabilities,25439,27429,21038,13862,9573,8130,8725,9362,8092,9472,11229,14506,
Fixed Assets,2128,1785,103,80,83,175,117,127,196,161,145,136,
  └─ Land,5.71,5.71,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,
  └─ Building,87.25,81.05,16.73,2.72,2.63,119.82,85.45,93.54,143.17,138.64,153.91,,
  └─ Equipments,50.75,49.23,27.74,6.51,8.15,10.05,10.96,12.24,15.07,16.10,16.63,,
  └─ Computers,84.79,83.70,78.01,22.03,34.46,56.30,59.60,77.55,77.03,79.02,85.50,,
  └─ Furniture n fittings,19.85,19.55,8.88,2.51,2.61,2.67,2.56,3.42,5.00,5.15,5.57,,
  └─ Vehicles,22.21,24.59,18.94,6.14,5.33,5.26,4.04,4.34,7.45,7.68,7.39,,
  └─ Intangible Assets,2022.78,2136.43,38.99,18.99,18.99,18.99,18.99,18.99,18.99,20.98,20.98,29.12,
  └─ Other fixed assets,117.94,106.03,117.70,58.61,73.53,82.97,95.38,115.04,127.71,139.50,146.93,,
  └─ Gross Block,2411.28,2506.29,307.26,117.78,145.97,296.33,277.25,325.39,394.69,407.34,437.18,,
  └─ Accumulated Depreciation,283.02,721.38,204.32,38.10,63.20,121.36,160.41,198.46,198.60,246.30,292.29,,
CWIP,4,4,12,11,14,13,12,2,5,6,8,0,
Investments,4363,2700,1983,1197,1438,2023,3190,3836,5094,6718,8700,11203,
Other Assets,18944,22941,18940,12574,8038,5919,5406,5397,2797,2587,2376,3166,
  └─ Inventories,63,58,0,0,0,0,0,1,0,3,3,2,
  └─ Trade receivables,589,464,612,308,346,94,192,185,175,142,85,119,
    └─ Receivables over 6m,38,32,27,0,0,0,0,56,0,38,30,,11
    └─ Receivables under 6m,553,432,585,335,384,133,227,161,193,117,68,,464
    └─ Prov for Doubtful,-2,0,-0,-27,-38,-39,-35,-33,-17,-13,-13,,-0
  └─ Cash Equivalents,1576,1717,2022,1745,1293,1461,727,2415,812,1072,1087,1703,
  └─ Loans n Advances,325,309,231,293,350,293,275,228,243,149,137,444,
  └─ Other asset items,16393,20392,16076,10229,6049,4071,4211,2569,1566,1221,1064,898,
Total Assets,25439,27429,21038,13862,9573,8130,8725,9362,8092,9472,11229,14506,
