Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,3,3,3,3,12,12,12,12,12,13,13,14,
Reserves,54,51,46,52,162,162,166,179,187,267,288,360,
Borrowings,38,58,68,73,111,129,106,112,119,78,99,115,
  └─ Long term Borrowings,1,12,15,12,18,28,16,15,14,8,6,28,
  └─ Short term Borrowings,35,45,49,56,88,87,90,95,104,69,83,75,
  └─ Lease Liabilities,0,0,0,0,0,1,1,1,1,1,11,11,
  └─ Other Borrowings,2,1,5,5,5,12,0,-0,-0,-0,0,,
Other Liabilities,59,75,78,90,122,113,164,177,119,122,122,147,
  └─ Non controlling int,0,0,0,0,0,0,-0,0,0,0,0,-0,
  └─ Trade Payables,41,45,47,55,69,43,61,69,78,57,57,73,
  └─ Advance from Customers,1,1,2,2,13,38,0,0,0,0,0,,
  └─ Other liability items,17,29,29,32,39,31,102,108,41,65,66,75,
Total Liabilities,154,188,194,218,407,415,448,480,438,480,523,635,
Fixed Assets,55,74,78,85,96,106,122,142,190,207,258,294,
  └─ Land,2.66,22.36,22.34,22.34,25.53,25.53,24.88,24.88,24.88,24.88,28.57,,
  └─ Building,17.38,17.51,22.73,26.43,30.26,32.35,35.29,46.56,61.48,69.04,100.67,,
  └─ Plant Machinery,49.08,51.43,29.93,33.59,41.39,51.79,67.28,79.91,101.32,118.53,144.31,,
  └─ Equipments,11.41,12.54,6.34,8.28,10.15,11.48,13.62,15.73,18.34,21.03,25.53,,
  └─ Computers,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.97,1.73,2.32,3.02,,
  └─ Furniture n fittings,5.78,5.83,4.55,4.98,5.44,5.81,6.98,8.78,10.64,12.69,18.51,,
  └─ Vehicles,1.50,1.31,0.18,0.19,0.26,0.26,0.28,0.32,0.32,0.52,0.60,,
  └─ Intangible Assets,0.90,0.90,0.40,0.40,0.40,2.45,6.72,6.97,6.97,7.46,7.46,4.94,
  └─ Other fixed assets,2.44,2.47,1.44,4.17,3.71,5.40,3.76,4.40,22.49,23.67,17.27,,
  └─ Gross Block,91.15,114.35,87.91,100.38,117.14,135.07,158.81,188.52,248.17,280.14,345.94,,
  └─ Accumulated Depreciation,36.05,40.59,9.92,15.45,21.47,28.79,37.11,46.10,58.62,72.83,87.84,,
CWIP,0,4,2,1,9,23,13,16,12,20,13,39,
Investments,4,4,4,4,4,4,4,5,8,8,12,11,
Other Assets,95,106,110,129,298,281,309,316,229,244,240,291,
  └─ Inventories,29,34,36,40,184,189,193,169,85,86,94,117,
  └─ Trade receivables,54,60,63,78,96,78,92,118,115,120,116,119,
    └─ Receivables over 6m,6,8,-0,-0,-0,-0,-0,-0,14,14,13,,6
    └─ Receivables under 6m,49,54,66,80,97,80,95,121,103,108,107,,46
    └─ Prov for Doubtful,-1,-2,-2,-2,-1,-2,-3,-3,-2,-3,-4,,-1
  └─ Cash Equivalents,1,1,1,1,2,2,6,5,3,11,3,23,
  └─ Loans n Advances,3,4,5,6,6,5,8,11,15,15,8,4,
  └─ Other asset items,7,7,4,3,10,7,9,13,10,13,20,29,
Total Assets,154,188,194,218,407,415,448,480,438,480,523,635,
