Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,195,195,195,244,305,305,305,305,305,305,305,381,
Reserves,7322,8112,8576,9078,10023,9741,9883,10449,10922,11522,12076,12562,
Borrowings,190,10,62,62,771,70,723,735,778,939,861,965,
  └─ Long term Borrowings,155,10,62,62,70,64,62,55,49,24,24,24,
  └─ Short term Borrowings,2,0,0,0,701,0,6,6,6,2,0,0,
  └─ Lease Liabilities,0,0,0,0,0,0,655,673,723,912,837,940,
  └─ Preference Capital,0,0,0,0,0,0,5,5,5,24,24,0,
  └─ Other Borrowings,33,0,0,0,0,6,-5,-4,-5,-24,-24,,
Other Liabilities,1289,1262,1293,1534,1700,1673,1500,1513,1461,1276,1234,1269,
  └─ Non controlling int,91,97,108,113,106,109,104,102,102,103,106,110,
  └─ Trade Payables,222,194,259,276,353,155,269,422,382,281,224,235,
  └─ Advance from Customers,195,167,158,172,139,148,183,184,196,193,219,,
  └─ Other liability items,781,803,768,972,1101,1261,944,804,781,699,684,924,
Total Liabilities,8995,9579,10126,10918,12798,11789,12410,13002,13465,14041,14476,15176,
Fixed Assets,3675,3008,3658,4019,4564,5348,5663,5723,5621,6015,6578,7177,
  └─ Land,608.27,155.21,350.40,418.03,589.80,1314.89,1641.88,1672.09,1665.86,1682.56,1804.89,,
  └─ Building,1412.98,808.04,1221.61,1557.63,1898.57,2070.30,2114.62,2201.53,2256.68,2358.35,2500.68,,
  └─ Plant Machinery,3474.21,2159.77,2468.85,2689.55,3090.95,3537.26,3824.42,4214.97,4446.04,5172.99,5760.09,,
  └─ Equipments,24.47,82.86,101.62,125.67,147.30,153.69,198.22,253.50,260.99,280.63,286.56,,
  └─ Computers,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Furniture n fittings,104.72,43.66,61.37,99.17,112.57,129.50,161.10,173.06,200.50,208.79,217.79,,
  └─ Railway sidings,99.51,0.00,0.00,0.00,0.00,274.13,330.81,358.30,456.69,491.95,676.51,,
  └─ Vehicles,3.13,1.77,0.23,0.31,0.33,3.04,2.75,4.43,7.84,66.77,110.74,,
  └─ Intangible Assets,0.00,3.75,3.75,3.75,3.75,3.75,3.75,1.40,1.40,1.40,1.40,14.22,
  └─ Other fixed assets,131.25,107.15,170.06,258.89,303.71,34.99,42.70,44.97,40.30,41.09,49.16,,
  └─ Gross Block,5958.54,3362.21,4377.89,5153.00,6146.98,7521.55,8320.25,8924.25,9336.30,10304.53,11407.82,,
  └─ Accumulated Depreciation,2283.48,354.43,719.98,1133.76,1582.92,2173.74,2657.57,3201.54,3715.61,4289.77,4829.35,,
CWIP,395,623,617,692,626,943,923,755,837,893,854,901,
Investments,488,1101,1080,1126,1169,1199,1261,1207,1214,1110,1119,1069,
Other Assets,4437,4848,4771,5080,6438,4299,4564,5317,5794,6024,5924,6028,
  └─ Inventories,51,19,24,28,24,26,24,31,37,50,50,52,
  └─ Trade receivables,69,60,63,91,95,165,161,182,216,334,400,485,
    └─ Receivables over 6m,18,0,0,0,0,0,0,27,36,38,37,,10
    └─ Receivables under 6m,54,62,66,96,100,169,165,159,185,300,368,,55
    └─ Prov for Doubtful,-3,-3,-3,-5,-4,-4,-4,-4,-5,-4,-5,,-3
  └─ Cash Equivalents,2949,891,1746,2018,206,2192,2493,2918,3102,3294,3663,3487,
  └─ Loans n Advances,3,19,28,28,3030,17,-56,-58,-53,-52,-55,174,
  └─ Other asset items,1365,3860,2911,2916,3083,1899,1942,2244,2492,2397,1865,1830,
Total Assets,8995,9579,10126,10918,12798,11789,12410,13002,13465,14041,14476,15176,
