Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,25,25,25
Reserves,-0,12,41,216,224,239
Borrowings,75,51,34,20,32,43
  └─ Long term Borrowings,1.12,0.67,0.17,0.00,0.00,0.00
  └─ Short term Borrowings,44.56,28.06,4.34,0.00,0.00,0.00
  └─ Lease Liabilities,29.02,21.85,29.98,20.47,32.39,42.95
Other Liabilities,312,340,234,134,123,121
  └─ Non controlling int,-0,0,0,0,0,0
  └─ Trade Payables,199,226,197,87,94,86
  └─ Advance from Customers,3,2,1,1,1,
  └─ Other liability items,110,111,36,47,28,35
Total Liabilities,390,406,314,396,405,428
Fixed Assets,38,32,41,29,47,63
  └─ Building,1.38,1.57,55.60,1.50,3.88,
  └─ Equipments,0.83,1.28,1.60,20.67,35.10,
  └─ Computers,3.23,5.32,7.37,8.66,12.01,
  └─ Furniture n fittings,2.86,2.40,3.89,3.73,4.63,
  └─ Vehicles,0.06,0.06,0.13,0.14,0.23,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,6.97
  └─ Other fixed assets,44.44,43.79,9.01,8.78,9.11,
  └─ Gross Block,52.80,54.42,77.60,43.48,64.96,
  └─ Accumulated Depreciation,14.56,22.64,36.90,14.62,18.11,
CWIP,3,0,0,0,1,0
Investments,3,3,3,0,0,1
Other Assets,346,372,270,367,357,365
  └─ Trade receivables,177,189,205,133,146,126
    └─ Receivables over 6m,20,6,6,6,13,
    └─ Receivables under 6m,162,186,202,129,136,
    └─ Prov for Doubtful,-5,-3,-3,-2,-2,
  └─ Cash Equivalents,41,43,14,165,128,136
  └─ Loans n Advances,60,91,10,3,2,11
  └─ Other asset items,68,48,42,66,80,92
Total Assets,390,406,314,396,405,428
