Metric,Mar 2018,Mar 2019,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,17,21,21,21
Reserves,564,570,519,491,538,1177,1263,1321
Borrowings,477,487,616,654,617,100,168,373
  └─ Long term Borrowings,0,0,470,478,501,7,37,202
  └─ Short term Borrowings,0,0,124,145,66,26,36,55
  └─ Lease Liabilities,0,0,22,31,51,68,94,116
  └─ Other Borrowings,477,487,0,0,0,0,0,
Other Liabilities,150,161,129,113,189,178,219,339
  └─ Non controlling int,0,0,-0,-0,-0,-0,-0,-0
  └─ Trade Payables,32,43,50,44,57,48,51,55
  └─ Other liability items,118,117,78,69,132,130,168,285
Total Liabilities,1209,1235,1280,1275,1362,1476,1671,2054
Fixed Assets,1070,1078,1157,1142,1192,1218,1254,1572
  └─ Land,338.92,338.92,185.64,184.19,181.12,183.79,273.49,
  └─ Building,558.72,578.33,640.55,650.14,670.17,689.54,773.58,
  └─ Plant Machinery,151.37,156.46,167.71,172.37,177.54,190.13,215.44,
  └─ Equipments,2.90,3.11,3.64,3.74,4.27,4.83,10.92,
  └─ Computers,3.55,4.54,5.16,5.57,6.53,8.72,10.87,
  └─ Furniture n fittings,76.97,83.43,97.34,101.90,110.58,125.04,168.44,
  └─ Vehicles,13.66,14.12,13.56,14.20,12.68,18.34,20.53,
  └─ Intangible Assets,0.00,0.00,53.65,53.65,53.65,53.65,53.65,47.02
  └─ Other fixed assets,5.75,8.06,151.03,150.61,191.44,191.85,15.28,
  └─ Gross Block,1151.84,1186.97,1318.28,1336.37,1407.98,1465.89,1542.20,
  └─ Accumulated Depreciation,81.48,108.88,161.55,194.27,215.81,248.01,288.20,
CWIP,23,31,27,29,35,57,75,80
Investments,3,0,0,0,0,0,56,77
Other Assets,112,126,96,104,135,201,286,325
  └─ Inventories,17,14,10,10,13,15,112,114
  └─ Trade receivables,27,27,20,19,26,34,38,41
    └─ Receivables over 6m,0.00,0.00,22.17,21.41,19.65,14.99,15.04,
    └─ Receivables under 6m,27.17,27.12,10.01,9.35,17.44,29.12,32.93,
    └─ Prov for Doubtful,0.00,0.00,-12.63,-11.74,-10.99,-10.58,-9.49,
  └─ Cash Equivalents,8,4,10,9,17,62,21,24
  └─ Loans n Advances,12,41,2,3,10,10,11,40
  └─ Other asset items,48,40,54,63,68,81,103,105
Total Assets,1209,1235,1280,1275,1362,1476,1671,2054
