Metric,Mar 2022,Mar 2025,Mar 2026
Equity Capital,,0.36,0.36
Reserves,,138.99,139.61
Borrowings,,0.00,0.00
Other Liabilities,,0.15,1.34
  └─ Trade Payables,,0.09,0.23
  └─ Other liability items,,0.06,1.11
Total Liabilities,,139.50,141.31
Fixed Assets,,0.50,0.31
  └─ Building,,0.02,
  └─ Plant Machinery,,0.05,
  └─ Equipments,,0.14,
  └─ Furniture n fittings,,0.14,
  └─ Vehicles,,0.35,
  └─ Gross Block,,0.70,
  └─ Accumulated Depreciation,,0.20,
CWIP,,118.96,120.17
Investments,,0.00,0.00
Other Assets,,20.04,20.83
  └─ Trade receivables,,0.02,0.00
  └─ Cash Equivalents,,19.09,18.84
  └─ Loans n Advances,,0.10,0.14
  └─ Other asset items,,0.83,1.85
Total Assets,,139.50,141.31
