Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,15,15,15,15,15
Reserves,161,170,202,233,275,299,343,371
Borrowing,67,134,138,159,304,291,257,295
Other Liabilities,0,8,26,17,15,16,16,17
  └─ Advance from Customers,0.00,0.00,0.00,0.00,12.10,12.10,12.10,
  └─ Other liability items,0.43,8.11,26.40,16.66,2.98,4.03,4.29,16.57
Total Liabilities,244,327,381,423,608,621,632,697
Fixed Assets,0,0,0,0,0,6,6,5
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.01,0.01,
  └─ Vehicles,0.32,0.00,0.00,0.00,0.22,0.22,0.22,
  └─ Other fixed assets,0.00,0.01,0.01,0.01,0.00,6.30,6.31,
  └─ Gross Block,0.32,0.01,0.01,0.01,0.22,6.53,6.54,
  └─ Accumulated Depreciation,0.29,0.00,0.01,0.01,0.05,0.10,0.14,
CWIP,0,0,0,0,0,0,0,0
Investments,153,164,195,220,253,259,293,326
Other Assets,90,163,185,203,355,355,332,365
  └─ Cash Equivalents,6,0,0,0,0,0,1,0
  └─ Loans n Advances,0,1,1,0,0,0,0,360
  └─ Other asset items,84,162,185,203,355,355,331,4
Total Assets,244,327,381,423,608,621,632,697
