Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,13,13,13,13,13,13,13,13,13,13,17,18,
Reserves,37,39,274,286,277,262,273,271,267,254,717,476,
Borrowings,30,27,95,83,72,53,46,26,36,36,35,86,
  └─ Long term Borrowings,21,15,78,63,48,34,25,11,24,21,7,55,
  └─ Short term Borrowings,5,6,5,5,7,4,5,0,12,15,4,25,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,25,6,
  └─ Other Borrowings,4,6,12,16,17,15,16,16,0,0,0,,
Other Liabilities,94,125,220,251,259,240,258,265,266,291,233,304,
  └─ Non controlling int,0,0,0,0,0,11,11,11,11,11,0,0,
  └─ Trade Payables,41,52,64,91,80,80,85,89,89,119,83,139,
  └─ Advance from Customers,26,29,39,28,42,32,38,29,21,23,36,,
  └─ Other liability items,26,43,117,132,136,118,123,136,145,138,114,165,
Total Liabilities,174,205,602,634,621,568,590,576,582,593,1002,883,
Fixed Assets,40,38,363,351,347,345,332,320,311,323,652,255,
  └─ Land,3.06,3.06,261.78,261.78,261.78,261.78,261.78,261.78,261.78,261.78,262.86,,
  └─ Building,24.58,25.62,68.85,69.31,69.77,74.91,74.95,74.95,74.95,75.72,77.71,,
  └─ Plant Machinery,33.38,34.04,66.00,66.98,75.00,80.48,80.91,77.23,74.13,93.69,93.25,,
  └─ Equipments,6.26,7.30,6.49,7.40,8.04,8.22,8.45,8.26,9.35,10.06,8.81,,
  └─ Computers,5.27,5.52,5.19,5.36,5.39,5.54,5.59,4.13,4.44,4.74,3.89,,
  └─ Furniture n fittings,7.19,7.69,6.37,6.40,6.74,6.74,6.72,6.10,6.14,6.21,4.89,,
  └─ Vehicles,0.96,0.82,1.16,1.65,1.50,1.02,1.02,0.89,0.89,0.89,0.78,,
  └─ Intangible Assets,12.85,11.73,11.80,4.20,13.04,13.16,4.89,4.89,4.90,10.03,323.12,41.76,
  └─ Other fixed assets,1.44,1.67,3.30,3.59,3.88,3.92,3.93,3.84,3.85,4.54,29.18,,
  └─ Gross Block,94.99,97.45,430.94,426.67,445.14,455.77,448.24,442.07,440.43,467.66,804.49,,
  └─ Accumulated Depreciation,54.69,59.58,67.85,75.53,97.77,111.20,116.54,122.46,129.03,144.49,152.75,,
CWIP,1,5,1,8,7,19,19,19,19,19,21,16,
Investments,3,1,13,10,13,0,2,0,0,0,0,0,
Other Assets,130,160,225,265,253,205,238,237,251,251,330,612,
  └─ Inventories,66,61,65,77,85,73,78,78,86,109,144,215,
  └─ Trade receivables,22,35,36,53,29,19,30,40,48,28,25,38,
    └─ Receivables over 6m,0.00,1.18,0.00,0.00,0.00,0.00,5.82,17.08,12.66,8.19,4.29,,2.11
    └─ Receivables under 6m,21.61,33.39,35.64,53.69,30.01,20.20,25.19,23.13,36.29,20.28,20.37,,21.05
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.64,-0.72,-1.09,-0.62,-0.05,-0.68,-0.06,-0.07,,0.00
  └─ Cash Equivalents,2,5,5,8,14,9,19,10,11,3,94,34,
  └─ Loans n Advances,4,5,71,77,80,7,7,7,3,5,54,0,
  └─ Other asset items,37,55,47,50,45,95,103,102,103,105,13,325,
Total Assets,174,205,602,634,621,568,590,576,582,593,1002,883,
