Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,13,13,13,13,13,13,13,13,13,14,30,30,
Reserves,321,313,312,317,322,323,330,343,381,540,1222,1485,
Borrowings,157,164,209,399,263,308,263,325,330,256,283,457,
  └─ Long term Borrowings,19,45,38,33,27,41,68,56,64,53,81,67,
  └─ Short term Borrowings,126,103,156,353,214,250,195,268,266,203,202,390,
  └─ Lease Liabilities,0,0,0,0,0,0,0,1,1,0,0,0,
  └─ Other Borrowings,12,16,15,13,23,17,0,-0,0,0,0,,
Other Liabilities,232,299,341,358,281,289,319,428,463,359,652,694,
  └─ Non controlling int,5,5,6,7,7,7,7,7,7,9,20,28,
  └─ Trade Payables,186,263,249,296,205,225,266,327,346,241,412,290,
  └─ Advance from Customers,24,20,63,39,50,33,22,61,67,66,86,,
  └─ Other liability items,17,10,23,17,19,23,24,34,43,44,133,376,
Total Liabilities,723,789,876,1088,880,933,925,1109,1187,1170,2187,2666,
Fixed Assets,192,185,187,195,201,193,181,168,153,144,251,250,
  └─ Land,3.15,3.91,4.00,4.00,3.32,4.71,4.71,4.71,4.72,4.72,65.19,,
  └─ Building,84.90,85.48,72.67,74.97,77.18,80.51,80.64,80.75,80.73,80.70,101.04,,
  └─ Plant Machinery,107.65,112.88,83.76,99.80,120.17,122.60,128.67,129.88,132.60,142.02,173.29,,
  └─ Equipments,6.25,6.41,1.71,2.13,2.42,2.87,2.90,3.26,3.53,3.91,6.12,,
  └─ Computers,2.75,2.85,0.46,0.63,0.78,0.91,0.95,1.19,1.57,2.05,2.95,,
  └─ Furniture n fittings,15.25,15.30,8.80,9.46,10.02,10.15,10.52,10.59,11.52,11.73,12.87,,
  └─ Vehicles,20.34,21.00,12.56,14.53,15.55,16.81,16.56,16.84,14.69,15.79,17.40,,
  └─ Intangible Assets,7.55,7.55,9.53,11.82,11.82,11.82,11.65,11.65,11.65,12.49,15.49,19.95,
  └─ Other fixed assets,4.13,4.22,8.52,8.52,8.72,11.48,11.52,13.29,16.27,19.05,31.86,,
  └─ Gross Block,251.97,259.60,202.01,225.86,249.98,261.86,268.12,272.16,277.28,292.46,426.21,,
  └─ Accumulated Depreciation,59.95,74.43,14.70,30.75,49.12,68.72,87.22,103.70,124.20,148.78,175.03,,
CWIP,11,11,6,12,3,2,0,3,3,5,62,138,
Investments,0,0,0,0,0,0,0,1,1,4,268,184,
Other Assets,519,592,682,881,676,738,744,936,1030,1017,1605,2093,
  └─ Inventories,170,195,201,266,196,214,219,263,273,276,446,616,
  └─ Trade receivables,240,308,374,501,376,418,416,522,635,614,469,887,
    └─ Receivables over 6m,37,46,0,0,0,0,0,0,0,645,501,,30
    └─ Receivables under 6m,205,263,401,528,399,440,436,549,661,0,1,,355
    └─ Prov for Doubtful,-2,-1,-27,-27,-23,-22,-20,-28,-26,-31,-33,,-2
  └─ Cash Equivalents,33,35,24,41,27,37,27,46,23,27,172,141,
  └─ Loans n Advances,13,7,30,18,25,17,21,23,38,52,60,277,
  └─ Other asset items,62,47,54,56,52,51,62,83,61,47,459,172,
Total Assets,723,789,876,1088,880,933,925,1109,1187,1170,2187,2666,
