Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,72,72,72,72,341,368,368
Reserves,1721,1868,2190,2654,3255,4893,5082
Borrowings,2118,2066,2073,2062,2523,2343,3627
  └─ Long term Borrowings,573,473,402,596,598,595,920
  └─ Short term Borrowings,953,1116,1153,966,1857,1640,2619
  └─ Lease Liabilities,46,28,68,49,68,108,89
  └─ Preference Capital,450,450,450,450,0,0,0
  └─ Other Borrowings,96,0,0,0,0,0,
Other Liabilities,9186,8484,8638,9513,10114,9515,10054
  └─ Non controlling int,-13,-11,-9,2,2,2,1
  └─ Trade Payables,3361,2976,2697,3508,4326,3541,4043
  └─ Advance from Customers,0,1009,1127,0,2,1,
  └─ Other liability items,5838,4509,4823,6003,5786,5971,6011
Total Liabilities,13097,12490,12974,14301,16234,17119,19131
Fixed Assets,1938,2003,2318,2498,2784,2738,2499
  └─ Land,224.55,235.83,293.63,310.03,319.41,366.76,
  └─ Building,107.82,110.02,130.26,138.70,178.57,208.09,
  └─ Plant Machinery,2265.98,2457.60,2867.77,3214.16,3651.31,3875.84,
  └─ Equipments,63.86,56.57,63.90,71.25,70.90,73.85,
  └─ Furniture n fittings,57.15,63.15,72.84,82.81,84.14,91.17,
  └─ Vehicles,44.89,47.36,54.05,51.59,59.88,69.10,
  └─ Intangible Assets,5.55,0.14,0.14,0.14,0.14,0.14,0.64
  └─ Other fixed assets,620.72,707.50,834.91,1049.48,1278.74,1370.91,
  └─ Gross Block,3390.52,3678.17,4317.50,4918.16,5643.09,6055.86,
  └─ Accumulated Depreciation,1452.69,1675.55,1999.75,2419.94,2859.30,3317.88,
CWIP,18,146,18,184,43,33,901
Investments,0,0,1,0,1,1,1
Other Assets,11141,10341,10638,11619,13406,14348,15730
  └─ Inventories,1067,938,1270,1586,1627,1010,1017
  └─ Trade receivables,2475,2575,2304,2197,3121,2779,3432
    └─ Receivables over 6m,0,0,0,0,892,983,
    └─ Receivables under 6m,2475,2575,2304,2197,2229,1845,
    └─ Prov for Doubtful,0,0,0,0,0,-49,
  └─ Cash Equivalents,639,711,526,377,666,771,886
  └─ Loans n Advances,476,469,506,665,600,415,1104
  └─ Other asset items,6484,5648,6031,6794,7393,9373,9293
Total Assets,13097,12490,12974,14301,16234,17119,19131
