Metric,Mar 2025,Mar 2026
Equity Capital,3.28,5.24
Reserves,24.44,80.47
Borrowings,10.45,17.17
  └─ Short term Borrowings,10.45,17.17
Other Liabilities,44.71,50.45
  └─ Trade Payables,30.32,39.62
  └─ Other liability items,14.39,10.83
Total Liabilities,82.88,153.33
Fixed Assets,11.72,12.10
CWIP,0.00,0.00
Investments,0.21,12.83
Other Assets,70.95,128.40
  └─ Inventories,13,23
  └─ Trade receivables,54,70
  └─ Cash Equivalents,3,4
  └─ Loans n Advances,0,28
  └─ Other asset items,2,4
Total Assets,82.88,153.33
