Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,
Reserves,35,36,38,39,42,48,60,74,81,99,120,151,
Borrowings,3,3,2,3,1,1,0,0,0,0,0,0,
  └─ Long term Borrowings,0.58,0.43,1.64,0.98,0.59,0.50,0.06,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,1.59,1.27,0.13,1.07,0.00,0.00,0.12,0.06,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.68,1.02,0.00,0.71,0.63,0.11,0.01,0.00,0.00,0.00,0.00,,
Other Liabilities,2,13,6,4,16,17,16,20,18,19,29,20,
  └─ Non controlling int,0.10,0.76,0.76,0.72,0.65,0.60,0.55,0.49,0.39,0.29,0.00,0.00,
  └─ Trade Payables,0.50,8.82,1.30,1.00,5.96,2.62,6.28,6.89,8.70,8.60,19.55,6.29,
  └─ Advance from Customers,0.02,0.91,1.65,0.56,6.38,10.24,5.85,7.83,4.80,5.04,3.08,,
  └─ Other liability items,1.58,2.12,2.43,1.63,3.26,3.09,3.50,5.11,4.24,4.97,6.05,13.32,
Total Liabilities,44,55,50,50,64,70,81,98,103,122,153,175,
Fixed Assets,34,35,37,37,37,37,37,36,36,43,45,44,
  └─ Land,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,34.04,33.45,,
  └─ Building,6.24,7.59,7.67,7.67,7.67,7.67,7.67,7.67,7.67,7.67,7.67,,
  └─ Plant Machinery,0.62,0.65,1.82,1.91,2.62,2.64,2.64,2.64,2.64,2.65,2.65,,
  └─ Equipments,0.39,0.47,0.53,0.61,0.75,0.80,0.86,2.26,1.00,1.01,1.07,,
  └─ Computers,0.45,0.49,0.47,0.42,0.53,0.55,0.60,0.52,0.54,0.58,0.61,,
  └─ Furniture n fittings,0.73,0.73,0.89,0.92,1.27,1.29,1.32,0.83,2.94,2.94,2.98,,
  └─ Vehicles,1.38,1.38,2.21,2.21,2.05,2.65,2.36,1.26,0.82,0.86,3.50,,
  └─ Intangible Assets,0.22,0.16,0.37,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.59,
  └─ Other fixed assets,0.15,0.16,0.16,0.19,0.20,0.20,0.22,0.22,0.23,0.23,0.23,,
  └─ Gross Block,36.28,37.73,40.22,40.38,41.54,42.25,42.12,41.85,42.29,50.33,52.51,,
  └─ Accumulated Depreciation,2.14,2.63,3.06,3.80,4.27,5.12,5.48,5.98,6.60,7.47,8.00,,
CWIP,0,2,3,3,0,0,0,0,0,0,0,0,
Investments,1,0,3,3,8,19,2,9,20,30,38,82,
Other Assets,9,18,8,8,18,14,42,53,48,48,70,49,
  └─ Inventories,1.48,0.93,1.47,1.73,3.01,6.66,3.13,6.78,9.79,5.16,7.88,0.00,
  └─ Trade receivables,1.64,10.69,1.38,3.09,10.08,1.56,5.45,6.75,12.55,10.88,32.50,10.60,
    └─ Receivables over 6m,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.69,,0.48
    └─ Receivables under 6m,1.59,10.66,1.38,3.09,10.08,1.56,5.45,6.75,12.55,10.85,30.81,,3.71
  └─ Cash Equivalents,4.96,5.56,3.93,2.48,4.10,4.44,29.51,37.70,23.91,24.49,24.98,27.58,
  └─ Loans n Advances,0.11,0.11,0.27,0.16,0.53,0.46,0.35,0.43,0.89,3.51,1.39,0.00,
  └─ Other asset items,0.57,0.70,0.46,0.39,0.47,0.58,3.62,1.27,0.50,4.37,3.05,10.85,
Total Assets,44,55,50,50,64,70,81,98,103,122,153,175,
