Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,145,145,145,145,145,145,145,145,145,145,145,145,
Reserves,514,1489,1640,2274,2945,3583,3974,4808,5854,6976,7959,8808,
Borrowings,4987,4242,4144,3421,2883,2570,1037,605,183,265,480,413,
  └─ Long term Borrowings,1117,730,870,763,780,15,2,1,0,0,0,0,
  └─ Short term Borrowings,3654,2997,2907,2301,2089,1606,877,341,1,25,0,6,
  └─ Lease Liabilities,0,0,0,0,0,196,158,264,182,240,480,407,
  └─ Other Borrowings,216,515,367,357,13,753,0,0,0,0,0,,
Other Liabilities,2242,2452,2967,3086,3135,2546,3354,3304,3534,3790,4592,5103,
  └─ Non controlling int,1,6,-2,14,-3,-41,-61,-79,0,0,0,4,
  └─ Trade Payables,800,1019,1225,1425,1408,1199,1417,1582,1783,1954,2239,2383,
  └─ Advance from Customers,45,14,88,82,0,0,0,0,0,0,0,,
  └─ Other liability items,1396,1414,1656,1565,1730,1387,1998,1801,1751,1836,2353,2716,
Total Liabilities,7889,8329,8896,8926,9109,8844,8511,8863,9716,11176,13176,14469,
Fixed Assets,1921,1887,1917,1791,1841,1956,1893,1855,1534,1560,1712,1404,
  └─ Land,277,277,273,209,273,268,283,281,257,147,124,,
  └─ Building,519,371,441,400,452,590,536,514,465,388,423,,
  └─ Plant Machinery,1365,802,947,1153,1223,1367,1465,1586,1336,1483,1757,,
  └─ Equipments,42,29,47,26,45,78,75,84,79,57,56,,
  └─ Furniture n fittings,92,31,39,28,97,52,50,44,46,44,35,,
  └─ Vehicles,44,3,3,3,3,2,2,2,1,1,1,,
  └─ Intangible Assets,108,139,140,140,154,154,154,154,131,131,131,131,
  └─ Other fixed assets,467,400,409,436,415,438,454,450,526,730,688,,
  └─ Gross Block,2915,2051,2300,2395,2663,2948,3019,3114,2841,2981,3215,,
  └─ Accumulated Depreciation,994,164,383,604,822,992,1126,1259,1307,1421,1503,,
CWIP,114,282,199,102,118,121,97,96,83,37,72,77,
Investments,216,77,0,0,25,22,0,222,286,645,923,1171,
Other Assets,5637,6084,6780,7033,7124,6745,6521,6690,7813,8934,10469,11817,
  └─ Inventories,1758,1952,1928,1920,1934,1928,2052,2157,2230,2063,2305,2668,
  └─ Trade receivables,1752,2303,2953,2711,2542,2284,2187,2374,2434,3056,3410,3609,
    └─ Receivables over 6m,391,0,0,0,0,0,0,0,0,105,940,,134
    └─ Receivables under 6m,1753,2472,3089,2951,2854,2486,2336,2492,2555,3124,2652,,2483
    └─ Prov for Doubtful,-392,-169,-136,-240,-312,-202,-149,-119,-121,-173,-182,,-352
  └─ Cash Equivalents,363,137,87,256,283,74,84,60,883,1269,2030,1977,
  └─ Loans n Advances,347,-6,94,249,194,174,176,151,148,207,207,663,
  └─ Other asset items,1417,1698,1717,1897,2171,2286,2022,1949,2118,2339,2517,2900,
Total Assets,7889,8329,8896,8926,9109,8844,8511,8863,9716,11176,13176,14469,
