Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,20,20,20,20,20,20,20,20,20,22
Reserves,116,99,119,150,183,227,290,377,400,350,215,368
Borrowings,93,127,127,125,176,99,187,279,341,494,555,449
  └─ Long term Borrowings,13,8,0,0,0,0,40,0,11,199,280,50
  └─ Short term Borrowings,77,109,126,124,176,99,147,279,330,295,275,399
  └─ Other Borrowings,3,10,0,0,0,0,0,0,0,0,0,
Other Liabilities,133,85,69,119,83,226,181,221,219,112,92,103
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,88,68,57,100,63,202,128,190,177,89,82,88
  └─ Advance from Customers,0,2,0,0,0,0,0,5,2,0,0,
  └─ Other liability items,45,14,12,19,19,24,53,26,39,22,10,15
Total Liabilities,362,330,334,413,461,572,678,897,979,975,881,942
Fixed Assets,133,95,103,115,167,194,213,340,318,386,499,478
  └─ Land,1.76,1.60,1.60,1.60,2.97,14.41,30.24,30.25,31.16,31.16,32.34,
  └─ Building,30.23,14.70,24.01,34.26,53.27,62.76,69.19,128.58,129.03,170.05,204.03,
  └─ Plant Machinery,142.04,81.91,88.41,101.61,149.35,176.54,197.93,282.85,290.63,330.13,442.92,
  └─ Equipments,14.05,0.21,0.26,0.37,0.51,0.82,0.92,2.15,2.56,7.63,8.43,
  └─ Computers,0.55,0.11,0.35,0.49,0.81,1.05,1.33,1.95,2.73,4.02,4.52,
  └─ Furniture n fittings,3.11,1.78,3.34,4.42,6.57,7.07,7.20,19.71,20.05,33.87,41.30,
  └─ Vehicles,1.94,2.11,1.37,1.99,2.27,2.72,3.06,4.06,4.15,5.89,6.00,
  └─ Intangible Assets,6.55,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,24.76
  └─ Other fixed assets,0.80,2.62,5.11,5.41,5.61,5.62,5.66,7.57,7.75,9.60,9.70,
  └─ Gross Block,201.03,105.04,124.45,150.15,221.36,270.99,315.53,477.12,488.06,592.35,749.24,
  └─ Accumulated Depreciation,67.96,10.37,21.51,35.08,54.41,77.36,102.85,137.18,169.58,206.39,250.46,
CWIP,12,20,8,42,19,24,116,23,127,165,21,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,216,215,223,256,275,354,349,534,534,424,361,463
  └─ Inventories,72,71,66,78,93,121,106,187,295,196,160,138
  └─ Trade receivables,104,81,111,123,122,161,187,274,155,169,147,248
  └─ Cash Equivalents,12,6,4,2,1,1,2,2,2,2,3,12
  └─ Loans n Advances,1,11,1,1,3,2,4,9,6,5,8,4
  └─ Other asset items,27,47,41,53,56,68,51,62,76,52,44,61
Total Assets,362,330,334,413,461,572,678,897,979,975,881,942
