Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,23,23,23,23,23,23,26,26,34
Reserves,567,648,527,584,570,586,626,762,980,1161,2241
Borrowings,0,11,208,429,567,739,1087,869,761,560,99
  └─ Long term Borrowings,0,11,117,353,435,667,891,779,583,378,86
  └─ Short term Borrowings,0,0,0,59,84,52,196,90,178,182,14
  └─ Lease Liabilities,0,0,0,0,3,0,0,0,0,0,0
  └─ Preference Capital,0,0,0,0,0,252,0,0,0,0,0
  └─ Other Borrowings,0,0,91,17,46,-232,0,0,0,0,
Other Liabilities,8,8,128,461,456,351,402,499,482,350,385
  └─ Non controlling int,0,0,0,14,4,5,5,8,12,16,55
  └─ Trade Payables,1,2,110,144,147,52,45,59,50,55,55
  └─ Advance from Customers,1,1,4,0,0,0,0,0,0,0,
  └─ Other liability items,6,6,13,302,305,295,352,432,420,280,276
Total Liabilities,604,696,885,1497,1617,1699,2139,2153,2248,2097,2760
Fixed Assets,0,0,105,221,294,287,286,283,286,237,173
  └─ Land,0,0,0,0,0,0,0,0,0,0,
  └─ Plant Machinery,0,0,2,12,12,11,11,12,14,16,
  └─ Equipments,0,0,0,1,1,1,1,1,1,2,
  └─ Computers,0,0,0,0,0,0,0,0,0,0,
  └─ Furniture n fittings,0,0,0,1,1,1,1,1,1,1,
  └─ Vehicles,0,0,0,3,3,3,5,5,5,5,
  └─ Intangible Assets,0,0,0,98,125,125,125,125,128,128,132
  └─ Other fixed assets,-0,-0,104,114,160,155,155,162,163,109,
  └─ Gross Block,1,1,106,230,302,297,299,306,313,262,
  └─ Accumulated Depreciation,0,0,1,9,8,9,13,23,27,24,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,14,22,26,13,271,49,81,110,399
Other Assets,603,695,767,1255,1297,1399,1582,1821,1881,1750,2188
  └─ Inventories,132,20,282,512,514,501,547,518,620,655,837
  └─ Trade receivables,69,263,0,6,22,50,38,43,94,95,57
    └─ Receivables over 6m,0,0,0,0,0,0,17,24,30,36,
    └─ Receivables under 6m,71,264,2,7,24,52,23,21,66,61,
    └─ Prov for Doubtful,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,
  └─ Cash Equivalents,3,0,11,45,50,83,63,104,93,92,135
  └─ Loans n Advances,0,1,38,3,6,15,273,297,295,228,1074
  └─ Other asset items,399,411,436,689,705,749,661,859,778,679,85
Total Assets,604,696,885,1497,1617,1699,2139,2153,2248,2097,2760
