Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,1320,1320,2640,2640,2640,2640,2640,2640,2640,3300,3300,3300,
Reserves,31091,34708,34205,37194,44481,46760,58127,69036,81518,97847,114438,129561,
Borrowing,187795,200660,202993,441151,539488,596561,659682,660476,751158,861961,971758,1012503,
Other Liabilities,8705,10531,19700,41546,42260,48560,55257,58848,60796,75770,88590,99214,
  └─ Non controlling int,0,0,0,15435,16363,16766,21023,24599,27823,33142,37417,40580,
  └─ Trade Payables,17,70,121,67,75,53,71,50,64,121,152,211,
  └─ Other liability items,8688,10462,19579,26044,25822,31741,34164,34199,32909,42507,51021,58424,
Total Liabilities,228912,247220,259537,522531,628869,694521,775707,791000,896112,1038877,1178086,1244579,
Fixed Assets,102,198,296,161,196,238,341,719,782,764,761,771,
  └─ Land,41.25,41.25,41.25,87.89,115.36,113.77,113.77,162.47,159.60,156.74,153.87,,
  └─ Building,24.92,25.40,29.51,60.68,60.80,60.80,156.98,457.41,483.48,483.48,481.02,,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.90,79.30,83.23,83.23,,
  └─ Equipments,56.62,163.03,294.52,34.77,38.26,43.07,44.90,54.41,60.22,65.16,77.23,,
  └─ Computers,17.27,17.52,17.77,36.78,40.19,42.12,48.17,56.16,60.25,67.39,71.93,,
  └─ Furniture n fittings,7.97,8.80,9.78,19.73,23.29,27.72,39.29,87.72,88.41,88.32,86.51,,
  └─ Vehicles,0.20,0.20,0.20,0.60,0.49,0.52,0.52,0.53,0.68,0.85,0.64,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.08,
  └─ Other fixed assets,8.34,8.90,9.62,22.26,27.18,70.18,65.23,25.18,25.09,25.08,34.53,,
  └─ Gross Block,156.57,265.10,402.65,262.71,305.57,358.18,468.86,863.78,957.03,970.25,988.96,,
  └─ Accumulated Depreciation,55.07,66.62,106.27,101.27,109.93,120.08,127.54,144.60,174.73,205.90,228.25,,
CWIP,2,47,105,129,199,288,336,53,22,39,88,128,
Investments,528,2230,3145,5493,4604,4404,3499,3774,5973,10971,12792,15549,
Other Assets,228280,244745,255990,516749,623871,689590,771530,786454,889334,1027102,1164445,1228131,
  └─ Trade receivables,29,111,280,146,172,136,168,126,171,192,274,327,
    └─ Receivables over 6m,10,49,166,0,0,0,0,0,119,193,231,,1
    └─ Receivables under 6m,19,62,114,187,214,205,262,217,173,99,145,,6
    └─ Prov for Doubtful,0,0,0,-41,-42,-69,-94,-92,-120,-100,-101,,0
  └─ Cash Equivalents,5367,302,3793,2849,16377,4188,8203,6684,4101,3389,9585,4673,
  └─ Loans n Advances,19333,37467,39625,595,1074,1375,730,722,815,944,920,1153255,
  └─ Other asset items,203551,206865,212293,513159,606248,683892,762430,778921,884247,1022578,1153666,69877,
Total Assets,228912,247220,259537,522531,628869,694521,775707,791000,896112,1038877,1178086,1244579,
