Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2016,Mar 2017
Equity Capital,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73
Reserves,13.45,14.93,15.03,15.98,15.21,14.60,15.07,15.51
Borrowings,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.09
  └─ Long term Borrowings,,,,,-0.00,-0.00,-0.00,0.09
  └─ Other Borrowings,-0.00,3.12,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
Other Liabilities,1.09,1.16,0.84,1.10,0.85,0.74,10.53,8.15
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.00,0.00,10.12,8.09
  └─ Other liability items,1.09,1.16,0.84,1.10,0.85,0.74,0.41,0.06
Total Liabilities,17.27,21.94,18.60,19.81,18.79,18.07,28.33,26.48
Fixed Assets,1.09,3.00,3.24,3.15,3.04,2.88,2.28,2.16
  └─ Building,0.00,0.00,0.00,0.00,2.01,2.01,2.01,2.01
  └─ Equipments,0.00,0.00,0.00,0.00,0.49,0.49,0.16,0.16
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14
  └─ Furniture n fittings,0.00,0.00,0.00,0.00,0.31,0.31,0.73,0.73
  └─ Vehicles,0.00,0.00,0.00,0.00,0.73,0.65,0.55,0.55
  └─ Other fixed assets,1.17,3.15,3.51,3.54,0.00,0.00,-0.01,0.00
  └─ Gross Block,1.17,3.15,3.51,3.54,3.54,3.46,3.58,3.59
  └─ Accumulated Depreciation,0.08,0.15,0.27,0.39,0.51,0.59,1.30,1.43
CWIP,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06
Investments,1.45,4.75,4.82,4.80,6.33,5.99,6.12,6.06
Other Assets,14.67,14.13,10.48,11.81,9.36,9.14,19.87,18.20
  └─ Inventories,2.01,2.02,2.02,2.02,2.05,2.05,0.48,0.00
  └─ Trade receivables,0.50,0.00,0.00,0.06,0.07,0.03,9.86,8.03
  └─ Cash Equivalents,10.81,9.17,0.62,2.85,0.10,0.04,0.14,0.04
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.05
  └─ Other asset items,1.35,2.94,7.84,6.88,7.11,6.99,9.39,10.08
Total Assets,17.27,21.94,18.60,19.81,18.79,18.07,28.33,26.48
