Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,133,133,133,133,133,133,133,133,133,133,133,133,
Reserves,5896,10470,10489,8287,8841,9278,9740,10263,10777,11312,11876,12397,
Borrowings,14202,14877,15599,14578,14479,13991,14277,14961,14263,14544,17978,21671,
  └─ Long term Borrowings,10123,10451,11590,11048,10225,9760,10899,10577,9569,10856,12854,15292,
  └─ Short term Borrowings,1936,2340,2372,2200,2387,2421,3143,4162,4494,3507,4865,6027,
  └─ Lease Liabilities,0,0,0,0,7,0,236,222,200,181,259,352,
  └─ Other Borrowings,2144,2086,1637,1329,1860,1809,0,0,0,0,0,,
Other Liabilities,7629,10947,11248,9988,10017,12055,11712,12136,12539,11179,10994,12269,
  └─ Non controlling int,1000,1092,1210,69,82,365,396,434,479,540,593,659,
  └─ Trade Payables,601,595,789,691,572,816,932,1042,1090,1272,1588,1848,
  └─ Advance from Customers,0,1,11,30,81,44,26,42,48,67,87,,
  └─ Other liability items,6028,9258,9239,9198,9282,10830,10357,10619,10922,9300,8726,9762,
Total Liabilities,27860,36428,37470,32986,33470,35457,35862,37493,37712,37168,40981,46470,
Fixed Assets,20869,26500,26626,23854,23649,24739,24197,23216,22826,22131,22766,22839,
  └─ Land,1415,3214,3214,3216,3218,3378,3379,3375,3378,3393,3500,,
  └─ Building,2320,1950,2036,1620,1693,2235,2210,2240,2289,2283,2360,,
  └─ Plant Machinery,14084,12536,13319,13569,13771,14016,14133,13402,13552,13760,13944,,
  └─ Equipments,6865,6706,7148,7450,7898,9169,9574,10095,10497,10949,11604,,
  └─ Furniture n fittings,207,96,116,39,48,80,82,84,88,90,93,,
  └─ Railway sidings,176,230,230,300,320,321,321,321,321,321,321,,
  └─ Vehicles,21,9,11,11,17,25,24,27,30,35,36,,
  └─ Intangible Assets,2294,2291,2079,34,34,34,34,0,0,0,905,1052,
  └─ Other fixed assets,755,474,621,588,663,814,863,917,996,1071,1145,,
  └─ Gross Block,28137,27508,28775,26827,27662,30072,30620,30461,31151,31902,33908,,
  └─ Accumulated Depreciation,7269,1007,2149,2974,4013,5333,6422,7245,8326,9772,11141,,
CWIP,410,505,392,217,161,168,134,102,140,175,427,2905,
Investments,670,1002,1110,1174,1185,180,308,460,77,57,59,154,
Other Assets,5912,8420,9343,7742,8474,10371,11222,13716,14669,14806,17728,20572,
  └─ Inventories,668,702,851,583,700,720,598,659,880,878,725,698,
  └─ Trade receivables,1707,1413,1560,1537,1739,1839,2315,2095,2192,2256,2428,2416,
    └─ Receivables over 6m,245,0,0,0,0,0,0,618,847,698,683,,270
    └─ Receivables under 6m,1470,1432,1591,1562,1763,1964,2421,1622,1506,1720,1909,,1269
    └─ Prov for Doubtful,-8,-19,-31,-24,-24,-125,-106,-144,-162,-161,-164,,-9
  └─ Cash Equivalents,1049,1197,1606,1194,1031,1979,1858,3249,2588,2711,4042,5572,
  └─ Loans n Advances,250,87,377,470,458,211,140,435,642,393,320,318,
  └─ Other asset items,2238,5021,4949,3958,4546,5621,6311,7276,8366,8567,10213,11568,
Total Assets,27860,36428,37470,32986,33470,35457,35862,37493,37712,37168,40981,46470,
