Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Equity Capital,7.77,11.40,11.40,11.40
Reserves,-5.95,-6.37,-6.79,-7.63
Borrowings,3.64,0.03,0.36,0.13
  └─ Short term Borrowings,3.64,0.03,0.36,0.13
Other Liabilities,7.78,0.96,2.70,3.51
  └─ Trade Payables,6.62,0.01,0.50,0.49
  └─ Other liability items,1.16,0.95,2.20,3.02
Total Liabilities,13.24,6.02,7.67,7.41
Fixed Assets,4.31,3.53,2.74,1.16
  └─ Land,0.24,0.24,0.24,0.33
  └─ Building,2.05,2.05,2.05,2.05
  └─ Plant Machinery,13.54,13.54,13.54,0.00
  └─ Furniture n fittings,0.29,0.29,0.29,0.00
  └─ Vehicles,0.07,0.07,0.07,0.00
  └─ Gross Block,16.19,16.19,16.19,2.38
  └─ Accumulated Depreciation,11.88,12.67,13.45,1.22
CWIP,0.05,0.05,0.05,0.05
Investments,0.00,0.00,0.00,0.00
Other Assets,8.88,2.44,4.88,6.20
  └─ Inventories,0.09,0.09,0.09,0.08
  └─ Trade receivables,6.52,0.00,0.62,0.63
  └─ Cash Equivalents,1.16,0.07,0.44,0.65
  └─ Loans n Advances,0.13,0.00,0.00,0.00
  └─ Other asset items,0.98,2.28,3.73,4.84
Total Assets,13.24,6.02,7.67,7.41
