Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,24,24,24,24,24,24,24,24,24,24,24,24
Reserves,1221,2068,2672,3382,4229,4379,3524,2534,3510,3917,4332,5082
Borrowings,145,131,125,201,156,1538,2107,2481,2997,2065,1247,1380
  └─ Long term Borrowings,43,38,31,85,62,766,748,707,1552,905,713,286
  └─ Short term Borrowings,97,86,84,94,76,748,1339,1759,1429,1136,512,1072
  └─ Lease Liabilities,0,0,0,0,0,0,0,16,17,24,22,22
  └─ Other Borrowings,5,7,9,22,18,24,20,0,0,0,0,
Other Liabilities,1403,1271,1288,1581,1829,1889,2345,2487,2819,3065,3235,3245
  └─ Non controlling int,2,2,3,13,33,36,36,28,30,24,26,29
  └─ Trade Payables,703,769,757,994,1141,1047,1315,1323,1449,1627,1752,1896
  └─ Advance from Customers,18,16,17,31,41,78,55,34,55,42,46,
  └─ Other liability items,680,483,511,543,615,729,940,1103,1285,1371,1410,1319
Total Liabilities,2793,3494,4109,5188,6238,7830,8000,7527,9351,9072,8837,9732
Fixed Assets,844,950,1160,1346,1688,1878,1793,1753,2655,2771,2904,2850
  └─ Land,107,105,128,246,247,319,326,334,376,384,395,
  └─ Building,346,316,376,515,660,732,758,782,1143,1298,1395,
  └─ Plant Machinery,981,447,641,705,1053,1305,1407,1546,2303,2543,2844,
  └─ Equipments,58,16,22,25,31,40,46,52,61,75,81,
  └─ Furniture n fittings,24,22,25,25,28,31,32,32,43,46,49,
  └─ Vehicles,4,2,2,2,3,5,5,6,10,10,9,
  └─ Intangible Assets,145,116,128,128,134,143,139,140,130,131,134,149
  └─ Other fixed assets,44,17,36,36,40,43,46,57,86,72,67,
  └─ Gross Block,1710,1041,1359,1684,2195,2618,2760,2948,4150,4559,4974,
  └─ Accumulated Depreciation,866,91,199,338,507,739,967,1195,1495,1788,2070,
CWIP,48,90,30,203,101,40,117,536,105,188,89,39
Investments,518,788,487,1079,1476,2893,2781,1762,3324,2767,2865,3610
Other Assets,1383,1665,2432,2560,2972,3019,3310,3475,3266,3346,2978,3233
  └─ Inventories,404,441,661,653,781,741,1091,1367,1193,1181,1237,1346
  └─ Trade receivables,136,171,179,305,394,320,257,332,329,393,449,469
  └─ Cash Equivalents,226,88,121,186,110,123,211,185,198,446,312,352
  └─ Loans n Advances,-3,8,217,150,63,50,45,63,83,62,67,121
  └─ Other asset items,620,958,1254,1267,1623,1784,1705,1528,1463,1263,914,945
Total Assets,2793,3494,4109,5188,6238,7830,8000,7527,9351,9072,8837,9732
