Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.22,0.22,0.22,2.97,4.07,4.07,4.07
Reserves,1.98,2.01,2.02,0.06,1.74,1.47,3.56
Borrowings,0.01,0.65,0.16,0.06,0.38,1.46,1.85
  └─ Long term Borrowings,-0.00,0.64,-0.00,0.05,0.38,1.01,0.84
  └─ Short term Borrowings,-0.00,-0.00,0.15,-0.00,-0.00,0.46,1.01
  └─ Preference Capital,0.01,0.01,0.01,-0.00,-0.00,-0.00,-0.00
  └─ Other Borrowings,-0.00,-0.00,-0.00,0.01,-0.00,-0.01,
Other Liabilities,1.09,0.26,0.42,0.35,1.47,1.31,0.88
  └─ Non controlling int,-0.00,0.07,0.19,0.14,0.38,-0.00,-0.00
  └─ Trade Payables,0.06,0.06,0.09,0.04,0.31,0.32,0.36
  └─ Advance from Customers,-0.00,-0.00,-0.00,-0.00,0.15,0.05,
  └─ Other liability items,1.03,0.13,0.14,0.17,0.63,0.94,0.52
Total Liabilities,3.30,3.14,2.82,3.44,7.66,8.31,10.36
Fixed Assets,0.04,0.02,0.02,0.02,0.19,0.19,0.15
  └─ Equipments,0.00,0.00,0.01,0.01,0.01,0.02,
  └─ Computers,0.03,0.03,0.03,0.03,0.20,0.27,
  └─ Furniture n fittings,0.01,0.01,0.00,0.00,0.02,0.04,
  └─ Intangible Assets,0.03,0.02,0.02,0.02,0.02,0.03,0.10
  └─ Other fixed assets,0.01,0.01,0.00,0.00,0.00,-0.01,
  └─ Gross Block,0.08,0.07,0.06,0.06,0.25,0.35,
  └─ Accumulated Depreciation,0.04,0.05,0.04,0.04,0.06,0.16,
CWIP,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Investments,0.10,0.09,0.15,0.01,1.68,1.21,1.37
Other Assets,3.16,3.03,2.65,3.40,5.79,6.91,8.84
  └─ Trade receivables,0.58,1.16,1.88,0.90,0.35,0.36,0.39
    └─ Receivables over 6m,0.00,0.00,0.94,0.90,0.35,0.36,
    └─ Receivables under 6m,0.58,1.16,0.94,0.00,0.00,0.00,
  └─ Cash Equivalents,1.42,0.81,0.44,1.22,1.66,1.10,2.91
  └─ Loans n Advances,0.03,0.04,0.28,0.33,0.24,0.94,0.82
  └─ Other asset items,1.13,1.02,0.05,0.95,3.54,4.51,4.72
Total Assets,3.30,3.14,2.82,3.44,7.66,8.31,10.36
