Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Equity Capital,3,3,3,13,13
Reserves,189,233,278,329,397
Borrowings,144,154,192,253,237
  └─ Long term Borrowings,13,10,7,5,1
  └─ Short term Borrowings,2,3,3,33,0
  └─ Lease Liabilities,129,141,182,216,236
  └─ Other Borrowings,0,0,0,-0,0
Other Liabilities,81,86,101,115,122
  └─ Trade Payables,35,37,42,22,26
  └─ Advance from Customers,1,2,1,0,0
  └─ Other liability items,45,48,58,93,96
Total Liabilities,417,476,574,710,769
Fixed Assets,167,179,237,281,291
  └─ Building,185,200,291,349,376
  └─ Plant Machinery,1,1,1,2,1
  └─ Equipments,5,5,9,14,14
  └─ Computers,2,1,2,3,2
  └─ Furniture n fittings,15,14,26,36,40
  └─ Vehicles,1,1,3,4,5
  └─ Intangible Assets,0,0,0,0,0
  └─ Other fixed assets,2,2,2,2,2
  └─ Gross Block,211,225,335,409,441
  └─ Accumulated Depreciation,44,46,98,129,150
CWIP,0,1,0,1,1
Investments,0,0,0,0,0
Other Assets,249,296,338,428,478
  └─ Inventories,59,66,113,125,102
  └─ Trade receivables,122,124,137,212,239
    └─ Receivables over 6m,0,10,8,21,23
    └─ Receivables under 6m,122,124,137,200,226
    └─ Prov for Doubtful,-0,-10,-8,-9,-9
  └─ Cash Equivalents,26,51,9,2,45
  └─ Loans n Advances,1,2,11,2,4
  └─ Other asset items,41,53,67,86,88
Total Assets,417,476,574,710,769
