Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Equity Capital,8.22,8.22,8.22,8.22
Reserves,2.52,4.21,5.54,8.49
Borrowings,0.06,0.83,0.20,0.00
  └─ Long term Borrowings,0.06,0.06,0.06,0.00
  └─ Short term Borrowings,0.00,0.77,0.14,0.00
Other Liabilities,12.06,10.47,12.38,14.37
  └─ Non controlling int,0.06,0.08,0.10,0.00
  └─ Trade Payables,9.00,8.64,10.22,11.60
  └─ Advance from Customers,0.11,0.28,0.47,0.50
  └─ Other liability items,2.89,1.47,1.59,2.27
Total Liabilities,22.86,23.73,26.34,31.08
Fixed Assets,3.25,3.46,3.52,3.42
  └─ Land,2.60,2.60,2.60,2.60
  └─ Building,0.10,0.10,0.10,0.10
  └─ Plant Machinery,0.00,0.06,0.06,0.06
  └─ Equipments,0.30,0.32,0.33,0.36
  └─ Computers,0.12,0.15,0.17,0.18
  └─ Furniture n fittings,0.70,0.96,0.98,1.01
  └─ Vehicles,0.07,0.07,0.25,0.25
  └─ Other fixed assets,0.01,0.01,0.01,0.01
  └─ Gross Block,3.90,4.27,4.50,4.57
  └─ Accumulated Depreciation,0.65,0.81,0.98,1.15
CWIP,0.23,0.00,0.00,0.00
Investments,0.97,0.06,0.10,0.74
Other Assets,18.41,20.21,22.72,26.92
  └─ Inventories,7.94,11.32,12.14,15.25
  └─ Trade receivables,6.95,6.60,8.08,8.46
    └─ Receivables over 6m,0.61,0.37,0.23,0.44
    └─ Receivables under 6m,6.34,6.22,7.85,8.02
  └─ Cash Equivalents,1.78,0.32,0.74,1.35
  └─ Loans n Advances,0.62,0.64,0.24,0.15
  └─ Other asset items,1.12,1.33,1.52,1.71
Total Assets,22.86,23.73,26.34,31.08
